1,1536,189429.23,189454.78,189454.78,0.00,0.00,8.28,0.00,0.00
2,1536,722617.17,722539.29,722539.29,0.00,0.00,5.57,0.00,0.00
3,1536,392853.45,392849.45,392849.45,0.00,0.00,5.28,0.00,0.00
4,1536,358533.43,358533.43,358533.43,0.00,0.00,5.57,0.00,0.00
5,1536,326961.98,326964.98,326964.98,0.00,0.00,5.57,0.00,0.00
6,1536,327210.36,327211.36,327211.36,0.00,0.00,5.67,0.00,0.00
7,1536,327196.14,327194.14,327194.14,0.00,0.00,5.77,0.00,0.00
8,1536,327374.60,327376.60,327376.60,0.00,0.00,5.77,0.00,0.00
9,1536,327466.90,327462.90,327462.90,0.00,0.00,5.77,0.00,0.00
10,1536,327350.44,327354.44,327354.44,0.00,0.00,5.67,0.00,0.00
11,1536,327356.73,327355.73,327355.73,0.00,0.00,5.67,0.00,0.00
12,1536,327349.68,327348.68,327348.68,0.00,0.00,5.67,0.00,0.00
13,1536,327303.67,327305.67,327305.67,0.00,0.00,5.57,0.00,0.00
14,1536,327368.34,327364.34,327364.34,0.00,0.00,5.57,0.00,0.00
15,1536,338042.17,338044.17,338044.17,0.00,0.00,5.57,0.00,0.00
16,1536,327350.95,327350.95,327350.95,0.00,0.00,5.57,0.00,0.00
17,1536,327319.22,327320.22,327320.22,0.00,0.00,5.57,0.00,0.00
18,1536,327413.18,327413.18,327413.18,0.00,0.00,5.57,0.00,0.00
19,1536,327418.70,327419.70,327419.70,0.00,0.00,5.67,0.00,0.00
20,1536,327451.92,327449.92,327449.92,0.00,0.00,5.67,0.00,0.00
21,1536,327392.95,327390.95,327390.95,0.00,0.00,5.67,0.00,0.00
22,1536,327522.50,327525.50,327525.50,0.00,0.00,5.77,0.00,0.00
23,1536,327402.33,327402.33,327402.33,0.00,0.00,5.77,0.00,0.00
24,1536,327328.02,327327.02,327327.02,0.00,0.00,5.77,0.00,0.00
25,1536,327467.47,327466.47,327466.47,0.00,0.00,5.77,0.00,0.00
26,1536,327448.17,327449.17,327449.17,0.00,0.00,5.67,0.00,0.00
27,1536,327537.01,327536.01,327536.01,0.00,0.00,5.67,0.00,0.00
28,1536,327490.30,327491.30,327491.30,0.00,0.00,5.67,0.00,0.00
29,1536,327502.32,327502.32,327502.32,0.00,0.00,5.67,0.00,0.00
30,1536,327430.08,327432.08,327432.08,0.00,0.00,5.67,0.00,0.00
31,1536,327444.98,327444.98,327444.98,0.00,0.00,5.57,0.00,0.00
32,1536,327363.45,327363.45,327363.45,0.00,0.00,5.57,0.00,0.00
33,1536,327437.45,327435.45,327435.45,0.00,0.00,5.57,0.00,0.00
34,1536,327388.46,327390.46,327390.46,0.00,0.00,5.57,0.00,0.00
35,1536,327396.27,327396.27,327396.27,0.00,0.00,5.57,0.00,0.00
36,1536,327432.19,327428.19,327428.19,0.00,0.00,5.57,0.00,0.00
37,1536,327499.03,327501.03,327501.03,0.00,0.00,5.57,0.00,0.00
38,1536,327528.45,327529.45,327529.45,0.00,0.00,5.57,0.00,0.00
39,1536,328311.07,328308.07,328308.07,0.00,0.00,5.67,0.00,0.00
40,1536,327421.35,327423.35,327423.35,0.00,0.00,5.67,0.00,0.00
41,1536,327409.94,327406.94,327406.94,0.00,0.00,5.67,0.00,0.00
42,1536,327434.65,327439.65,327439.65,0.00,0.00,5.67,0.00,0.00
43,1536,327372.78,327368.78,327368.78,0.00,0.00,5.67,0.00,0.00
44,1536,327451.73,327453.73,327453.73,0.00,0.00,5.67,0.00,0.00
45,1536,327406.42,327406.42,327406.42,0.00,0.00,5.67,0.00,0.00
46,1536,327398.96,327397.96,327397.96,0.00,0.00,5.57,0.00,0.00
47,1536,327373.26,327374.26,327374.26,0.00,0.00,5.57,0.00,0.00
48,1536,327363.68,327365.68,327365.68,0.00,0.00,5.57,0.00,0.00
49,1536,327410.41,327408.41,327408.41,0.00,0.00,5.57,0.00,0.00
50,1536,327400.96,327400.96,327400.96,0.00,0.00,5.57,0.00,0.00
51,1536,361733.33,361732.33,361732.33,0.00,0.00,5.37,0.00,0.00
52,1536,327478.00,327476.00,327476.00,0.00,0.00,5.57,0.00,0.00
53,1536,327447.62,327452.62,327452.62,0.00,0.00,5.57,0.00,0.00
54,1536,327486.30,327485.30,327485.30,0.00,0.00,5.57,0.00,0.00
55,1536,327424.52,327421.52,327421.52,0.00,0.00,5.57,0.00,0.00
56,1536,327468.22,327468.22,327468.22,0.00,0.00,5.57,0.00,0.00
57,1536,327508.76,327509.76,327509.76,0.00,0.00,5.57,0.00,0.00
58,1536,328958.07,328961.07,328961.07,0.00,0.00,5.57,0.00,0.00
59,1536,353502.68,353499.68,353499.68,0.00,0.00,5.37,0.00,0.00
60,1536,327526.86,327529.86,327529.86,0.00,0.00,5.57,0.00,0.00
61,1536,327540.51,327538.51,327538.51,0.00,0.00,5.57,0.00,0.00
62,1536,327509.40,327506.40,327506.40,0.00,0.00,5.57,0.00,0.00
63,1536,327442.24,327443.24,327443.24,0.00,0.00,5.57,0.00,0.00
64,1536,327428.06,327427.06,327427.06,0.00,0.00,5.67,0.00,0.00
65,1536,327499.65,327503.65,327503.65,0.00,0.00,5.57,0.00,0.00
66,1536,327522.24,327522.24,327522.24,0.00,0.00,5.57,0.00,0.00
67,1536,327516.07,327515.07,327515.07,0.00,0.00,5.57,0.00,0.00
68,1536,327574.69,327575.69,327575.69,0.00,0.00,5.57,0.00,0.00
69,1536,327555.19,327556.19,327556.19,0.00,0.00,5.57,0.00,0.00
70,1536,327480.25,327477.25,327477.25,0.00,0.00,5.57,0.00,0.00
71,1536,327537.95,327539.95,327539.95,0.00,0.00,5.57,0.00,0.00
72,1536,327452.82,327450.82,327450.82,0.00,0.00,5.57,0.00,0.00
73,1536,327561.73,327560.73,327560.73,0.00,0.00,5.57,0.00,0.00
74,1536,327588.09,327590.09,327590.09,0.00,0.00,5.57,0.00,0.00
75,1536,327578.00,327580.00,327580.00,0.00,0.00,5.57,0.00,0.00
76,1536,327494.75,327490.75,327490.75,0.00,0.00,5.57,0.00,0.00
77,1536,327491.01,327495.01,327495.01,0.00,0.00,5.57,0.00,0.00
78,1536,327496.74,327494.74,327494.74,0.00,0.00,5.67,0.00,0.00
79,1536,342299.98,342300.98,342300.98,0.00,0.00,5.57,0.00,0.00
80,1536,329735.66,329736.66,329736.66,0.00,0.00,5.67,0.00,0.00
81,1536,327605.61,327603.61,327603.61,0.00,0.00,5.67,0.00,0.00
82,1536,328555.80,328557.80,328557.80,0.00,0.00,5.67,0.00,0.00
83,1536,339840.08,339840.08,339840.08,0.00,0.00,5.57,0.00,0.00
84,1536,327485.33,327485.33,327485.33,0.00,0.00,5.67,0.00,0.00
85,1536,327497.63,327497.63,327497.63,0.00,0.00,5.57,0.00,0.00
86,1536,330501.24,330496.24,330496.24,0.00,0.00,5.57,0.00,0.00
87,1536,365430.53,365434.53,365434.53,0.00,0.00,5.37,0.00,0.00
88,1536,327525.27,327526.27,327526.27,0.00,0.00,5.57,0.00,0.00
89,1536,327533.63,327531.63,327531.63,0.00,0.00,5.57,0.00,0.00
90,1536,327563.34,327564.34,327564.34,0.00,0.00,5.57,0.00,0.00
91,1536,327587.10,327586.10,327586.10,0.00,0.00,5.57,0.00,0.00
92,1536,327510.83,327510.83,327510.83,0.00,0.00,5.57,0.00,0.00
93,1536,327551.67,327551.67,327551.67,0.00,0.00,5.57,0.00,0.00
94,1536,330501.80,330499.80,330499.80,0.00,0.00,5.47,0.00,0.00
95,1536,349467.68,349468.68,349468.68,0.00,0.00,5.47,0.00,0.00
96,1536,329978.35,329980.35,329980.35,0.00,0.00,5.57,0.00,0.00
97,1536,327616.52,327617.52,327617.52,0.00,0.00,5.57,0.00,0.00
98,1536,327988.05,327987.05,327987.05,0.00,0.00,5.57,0.00,0.00
99,1536,344534.07,344533.07,344533.07,0.00,0.00,5.47,0.00,0.00
100,1536,327649.75,327648.75,327648.75,0.00,0.00,5.67,0.00,0.00
101,1536,327559.02,327560.02,327560.02,0.00,0.00,5.67,0.00,0.00
102,1536,327576.95,327574.95,327574.95,0.00,0.00,5.67,0.00,0.00
103,1536,344432.05,344434.05,344434.05,0.00,0.00,5.57,0.00,0.00
104,1536,327755.67,327756.67,327756.67,0.00,0.00,5.67,0.00,0.00
105,1536,327578.68,327575.68,327575.68,0.00,0.00,5.67,0.00,0.00
106,1536,327590.23,327594.23,327594.23,0.00,0.00,5.67,0.00,0.00
107,1536,327642.77,327633.77,327633.77,0.00,0.00,5.67,0.00,0.00
108,1536,327652.35,327659.36,327659.36,0.00,0.00,5.67,0.00,0.00
109,1536,327671.80,327669.80,327669.80,0.00,0.00,5.67,0.00,0.00
110,1536,327716.62,327713.62,327713.62,0.00,0.00,5.67,0.00,0.00
111,1536,327691.73,327691.73,327691.73,0.00,0.00,5.67,0.00,0.00
112,1536,327591.74,327594.74,327594.74,0.00,0.00,5.57,0.00,0.00
113,1536,327628.75,327630.75,327630.75,0.00,0.00,5.67,0.00,0.00
114,1536,327545.69,327545.69,327545.69,0.00,0.00,5.67,0.00,0.00
115,1536,327568.18,327568.18,327568.18,0.00,0.00,5.67,0.00,0.00
116,1536,327623.08,327621.08,327621.08,0.00,0.00,5.57,0.00,0.00
117,1536,327551.87,327555.87,327555.87,0.00,0.00,5.57,0.00,0.00
118,1536,327505.07,327505.07,327505.07,0.00,0.00,5.57,0.00,0.00
119,1536,327616.87,327616.87,327616.87,0.00,0.00,5.57,0.00,0.00
120,1536,327571.16,327570.16,327570.16,0.00,0.00,5.67,0.00,0.00
121,1536,327586.05,327585.05,327585.05,0.00,0.00,5.67,0.00,0.00
122,1536,327648.47,327643.47,327643.47,0.00,0.00,5.67,0.00,0.00
123,1536,327666.67,327671.67,327671.67,0.00,0.00,5.57,0.00,0.00
124,1536,327707.53,327709.53,327709.53,0.00,0.00,5.67,0.00,0.00
125,1536,327628.56,327628.56,327628.56,0.00,0.00,5.67,0.00,0.00
