1,256,380490.44,380489.46,380489.46,0.00,0.00,0.77,0.00,0.00
2,256,403727.51,403728.51,403728.51,0.00,0.00,0.78,0.00,0.00
3,256,403524.72,403524.72,403524.72,0.00,0.00,0.78,0.00,0.00
4,256,403483.24,403483.24,403483.24,0.00,0.00,0.78,0.00,0.00
5,256,403629.76,403628.76,403628.76,0.00,0.00,0.78,0.00,0.00
6,256,403390.59,403391.59,403391.59,0.00,0.00,0.78,0.00,0.00
7,256,403299.97,403299.97,403299.97,0.00,0.00,0.78,0.00,0.00
8,256,403441.29,403440.29,403440.29,0.00,0.00,0.77,0.00,0.00
9,256,403489.65,403490.65,403490.65,0.00,0.00,0.77,0.00,0.00
10,256,403132.75,403131.75,403131.75,0.00,0.00,0.77,0.00,0.00
11,256,403211.18,403212.18,403212.18,0.00,0.00,0.75,0.00,0.00
12,256,403113.53,403113.53,403113.53,0.00,0.00,0.75,0.00,0.00
13,256,403056.48,403056.48,403056.48,0.00,0.00,0.74,0.00,0.00
14,256,402823.56,402823.56,402823.56,0.00,0.00,0.74,0.00,0.00
15,256,402797.13,402797.13,402797.13,0.00,0.00,0.74,0.00,0.00
16,256,402786.22,402786.22,402786.22,0.00,0.00,0.74,0.00,0.00
17,256,402915.23,402915.23,402915.23,0.00,0.00,0.74,0.00,0.00
18,256,402677.55,402677.55,402677.55,0.00,0.00,0.74,0.00,0.00
19,256,402719.66,402719.66,402719.66,0.00,0.00,0.74,0.00,0.00
20,256,402841.07,402841.07,402841.07,0.00,0.00,0.74,0.00,0.00
21,256,402632.86,402632.86,402632.86,0.00,0.00,0.74,0.00,0.00
22,256,402920.02,402920.02,402920.02,0.00,0.00,0.74,0.00,0.00
23,256,402725.00,402725.00,402725.00,0.00,0.00,0.74,0.00,0.00
24,256,403109.70,403109.70,403109.70,0.00,0.00,0.74,0.00,0.00
25,256,403044.13,403044.13,403044.13,0.00,0.00,0.74,0.00,0.00
26,256,402926.01,402926.01,402926.01,0.00,0.00,0.74,0.00,0.00
27,256,402981.95,402981.95,402981.95,0.00,0.00,0.74,0.00,0.00
