time,threads,tps,qps,r,w,o,lat,err,reconn
879,16,4102.78,116256.75,53055.15,54995.05,8206.56,9.22,22.00,0.00
880,16,4068.07,115834.99,52858.91,54840.94,8135.14,9.39,27.00,0.00
881,16,4046.92,115700.81,52771.00,54834.96,8094.85,9.73,20.00,0.00
882,16,4155.95,116035.64,52947.38,54776.36,8311.90,9.22,8.00,0.00
883,16,4040.23,115240.68,52624.05,54536.16,8080.47,9.22,20.00,0.00
884,16,4083.86,116153.99,52980.17,55006.10,8167.72,9.22,23.00,0.00
885,16,4037.04,116315.20,53121.55,55119.57,8074.08,9.39,14.00,0.00
886,16,4062.85,115633.84,52759.10,54750.03,8124.71,9.22,11.00,0.00
887,16,4086.02,116589.71,53241.33,55175.34,8173.05,9.06,18.00,0.00
888,16,4047.05,117145.44,53432.66,55618.68,8094.10,9.39,14.00,0.00
889,16,4044.11,114841.24,52329.48,54423.53,8088.23,10.09,18.00,0.00
890,16,4076.94,115698.36,52868.25,54677.23,8152.88,9.22,16.00,0.00
891,16,4087.05,116220.37,53008.63,55037.65,8174.10,9.39,20.00,0.00
892,16,4029.93,116036.92,52927.05,55050.01,8059.86,9.56,17.00,0.00
893,16,4050.09,116126.71,53020.24,55005.28,8101.19,9.22,22.00,0.00
894,16,4083.01,115968.24,52877.11,54925.11,8166.02,9.39,18.00,0.00
895,16,4094.02,116131.58,52931.26,55013.27,8187.04,9.39,17.00,0.00
896,16,4054.08,116132.18,52932.00,55092.04,8108.15,9.73,13.00,0.00
897,16,4152.09,115831.60,52773.19,54753.23,8305.19,9.56,20.00,0.00
898,16,4193.69,117360.36,53476.06,55496.91,8387.38,9.39,17.00,0.00
899,16,4172.16,117758.38,53680.00,55734.07,8344.31,9.39,19.00,0.00
900,16,4136.88,117280.64,53328.47,55678.40,8273.76,9.91,15.00,0.00
901,16,4191.19,117054.34,53353.43,55318.52,8382.38,9.56,19.00,0.00
902,16,4072.95,116751.58,53302.35,55303.33,8145.90,9.56,25.00,0.00
903,16,4105.90,117580.01,53773.63,55594.59,8211.79,9.22,21.00,0.00
904,16,4159.90,117590.14,53624.70,55645.65,8319.80,9.39,10.00,0.00
905,16,4202.08,117157.10,53462.96,55289.99,8404.15,9.39,16.00,0.00
906,16,4083.97,117779.09,53730.58,55880.57,8167.94,9.56,18.00,0.00
907,16,4098.90,116850.12,53276.69,55375.64,8197.80,9.56,22.00,0.00
908,16,4167.13,117604.71,53637.69,55632.75,8334.26,9.39,17.00,0.00
909,16,4198.16,117985.48,53858.05,55731.12,8396.32,9.22,17.00,0.00
910,16,4169.75,117468.09,53553.85,55575.73,8338.51,9.22,11.00,0.00
911,16,4118.12,117528.28,53552.50,55738.56,8237.23,9.73,26.00,0.00
912,16,4144.14,117021.81,53356.74,55376.81,8288.27,9.56,23.00,0.00
913,16,4116.78,117413.68,53570.11,55612.00,8231.56,9.39,19.00,0.00
914,16,4197.96,117198.00,53458.54,55341.53,8397.93,9.22,17.00,0.00
915,16,4100.18,117439.23,53687.39,55551.47,8200.36,9.39,15.00,0.00
916,16,4139.84,117175.44,53454.92,55440.84,8279.68,9.56,16.00,0.00
917,16,4189.20,117820.65,53720.58,55721.67,8378.40,9.06,18.00,0.00
918,16,4129.01,117792.42,53697.19,55837.20,8258.03,9.56,22.00,0.00
919,16,4129.94,117252.17,53476.17,55516.13,8259.87,9.56,17.00,0.00
920,16,4257.93,117470.97,53550.07,55405.04,8515.85,9.22,19.00,0.00
921,16,4114.01,117677.32,53685.15,55764.15,8228.02,9.56,19.00,0.00
922,16,4155.03,117097.77,53445.35,55342.36,8310.05,9.39,15.00,0.00
923,16,4240.97,117562.13,53634.60,55445.59,8481.94,9.39,23.00,0.00
924,16,4202.08,117689.27,53587.03,55698.07,8404.16,9.39,19.00,0.00
925,16,4149.03,117431.87,53547.39,55586.41,8298.06,9.56,17.00,0.00
926,16,4110.04,117347.25,53595.57,55531.59,8220.09,9.22,21.00,0.00
927,16,4085.99,116793.62,53180.83,55440.82,8171.97,9.73,10.00,0.00
928,16,4100.91,118088.47,54057.84,55827.81,8202.82,9.06,19.00,0.00
929,16,4141.07,116933.12,53206.96,55446.00,8280.15,9.56,14.00,0.00
930,16,4081.93,116745.98,53277.08,55304.04,8164.86,9.56,14.00,0.00
931,16,4171.01,116858.34,53200.15,55316.16,8342.02,9.39,18.00,0.00
932,16,4072.88,116563.44,53294.37,55123.32,8145.75,9.39,22.00,0.00
933,16,3991.15,114623.22,52169.92,54471.01,7982.29,10.09,18.00,0.00
934,16,4052.04,115493.08,52653.49,54735.51,8104.08,9.91,16.00,0.00
935,16,4043.87,116451.38,53181.34,55182.28,8087.75,9.39,17.00,0.00
936,16,4155.13,116428.66,53099.67,55018.73,8310.26,9.22,23.00,0.00
937,16,4095.81,115990.54,52920.51,54878.42,8191.61,9.22,19.00,0.00
938,16,3979.98,115995.47,52886.76,55148.75,7959.96,9.73,12.00,0.00
939,16,4085.91,116577.33,53209.78,55196.74,8170.81,9.22,16.00,0.00
940,16,4030.99,115480.64,52687.84,54729.83,8062.97,9.39,17.00,0.00
941,16,4103.25,116160.16,52978.26,54975.39,8206.51,9.22,14.00,0.00
942,16,4051.95,115623.69,52633.40,54886.38,8103.91,10.09,19.00,0.00
943,16,4065.89,115690.88,52747.58,54811.52,8131.78,9.56,17.00,0.00
944,16,4005.20,115683.72,52748.61,54924.72,8010.40,10.09,17.00,0.00
945,16,4081.97,116309.20,53116.63,55028.62,8163.94,9.22,19.00,0.00
946,16,4071.93,116299.07,53093.12,55062.08,8143.86,9.22,18.00,0.00
947,16,4103.86,116098.16,52955.25,54935.18,8207.73,9.39,13.00,0.00
948,16,4075.25,116081.07,52911.22,55019.35,8150.50,9.56,17.00,0.00
949,16,4102.17,115860.69,52820.14,54837.22,8203.33,9.56,14.00,0.00
950,16,4068.75,115754.01,52838.81,54776.69,8138.51,9.39,20.00,0.00
951,16,4099.06,116636.77,53272.81,55165.84,8198.12,9.22,18.00,0.00
952,16,4056.81,116073.55,52950.51,55009.42,8113.62,9.39,10.00,0.00
953,16,4160.12,117271.26,53596.49,55355.54,8319.23,9.22,14.00,0.00
954,16,4123.07,117504.10,53576.96,55679.99,8247.15,9.56,11.00,0.00
955,16,4043.89,117043.85,53344.56,55611.50,8087.78,9.91,24.00,0.00
956,16,4126.07,117934.12,53869.97,55813.00,8251.15,9.22,13.00,0.00
957,16,4058.85,117062.80,53455.08,55489.01,8118.71,9.56,15.00,0.00
958,16,4156.04,117398.10,53510.50,55575.52,8312.08,9.39,12.00,0.00
959,16,4151.05,117402.37,53612.62,55488.65,8301.10,9.22,16.00,0.00
960,16,4124.08,116646.16,53120.98,55276.02,8249.15,9.56,28.00,0.00
961,16,4209.10,117484.87,53523.31,55543.36,8418.21,9.39,18.00,0.00
962,16,4150.74,117316.57,53576.61,55438.49,8301.47,9.22,19.00,0.00
963,16,4121.11,116780.18,53248.45,55289.51,8242.22,9.56,23.00,0.00
964,16,4265.00,117912.10,53805.05,55577.05,8530.01,9.06,19.00,0.00
965,16,4124.95,117664.55,53754.34,55660.31,8249.90,9.22,14.00,0.00
966,16,4138.18,117253.02,53456.29,55520.38,8276.35,9.56,20.00,0.00
967,16,4102.80,117360.28,53573.39,55581.29,8205.60,9.39,16.00,0.00
968,16,4043.90,116432.02,52984.65,55359.58,8087.79,10.09,14.00,0.00
969,16,4085.04,117356.13,53619.52,55566.53,8170.08,9.22,13.00,0.00
970,16,4155.18,117442.95,53613.26,55519.34,8310.35,9.39,18.00,0.00
971,16,4159.94,117724.33,53644.24,55760.21,8319.88,9.39,11.00,0.00
972,16,4106.92,116780.66,53185.94,55380.89,8213.84,9.73,12.00,0.00
973,16,4083.11,117556.03,53617.38,55772.44,8166.21,9.73,17.00,0.00
974,16,4156.15,116838.24,53337.93,55188.00,8312.30,9.39,22.00,0.00
975,16,4251.71,117637.91,53636.31,55498.18,8503.41,9.22,23.00,0.00
976,16,4192.15,117970.24,53750.93,55836.01,8383.30,9.22,16.00,0.00
977,16,4235.91,116786.44,53157.83,55155.79,8472.81,9.06,17.00,0.00
978,16,4136.98,117974.37,53842.71,55858.70,8272.96,9.39,14.00,0.00
979,16,4053.36,117461.36,53674.74,55678.91,8107.72,9.22,19.00,0.00
980,16,4121.69,117199.13,53381.96,55573.80,8243.38,9.73,16.00,0.00
981,16,4089.94,117482.33,53562.24,55740.21,8179.88,9.56,15.00,0.00
982,16,4100.26,116590.30,53181.33,55208.46,8200.51,9.56,13.00,0.00
983,16,4285.89,117921.88,53834.57,55517.53,8569.77,8.90,17.00,0.00
984,16,4089.03,117371.79,53571.36,55620.38,8180.06,9.39,21.00,0.00
985,16,4135.86,116935.06,53258.20,55406.13,8270.72,9.73,13.00,0.00
986,16,4112.87,117048.25,53357.29,55464.22,8226.74,9.73,14.00,0.00
987,16,4124.33,117071.49,53319.32,55503.50,8248.67,9.56,19.00,0.00
988,16,4222.99,116984.85,53393.93,55144.93,8445.99,8.90,16.00,0.00
989,16,3994.93,115232.96,52518.07,54725.03,7989.86,10.09,15.00,0.00
990,16,4082.78,115784.84,52874.19,54745.09,8165.57,9.22,20.00,0.00
991,16,4074.16,116089.56,52952.08,54990.16,8147.32,9.22,18.00,0.00
992,16,4128.83,115886.11,52950.77,54676.69,8258.65,9.22,16.00,0.00
993,16,3988.24,115618.85,52793.13,54849.25,7976.47,9.39,17.00,0.00
994,16,4038.92,115191.78,52560.99,54552.95,8077.84,9.73,15.00,0.00
995,16,4113.09,116495.48,53184.13,55086.17,8225.18,9.22,17.00,0.00
996,16,4091.80,116597.26,53211.38,55201.28,8184.60,9.22,13.00,0.00
997,16,4105.90,116436.27,53095.75,55128.71,8211.81,9.56,18.00,0.00
998,16,3997.40,116166.77,53005.37,55166.59,7994.81,9.56,17.00,0.00
999,16,4075.83,116529.05,53183.74,55193.65,8151.65,9.22,11.00,0.00
1000,16,4153.95,116351.73,53053.42,54990.40,8307.91,9.22,25.00,0.00
1001,16,4142.82,115803.97,52769.71,54748.62,8285.64,9.39,13.00,0.00
1002,16,4158.14,115646.92,52763.79,54566.85,8316.28,9.39,15.00,0.00
1003,16,4011.18,115261.20,52663.37,54575.46,8022.36,9.39,21.00,0.00
1004,16,4052.83,116470.98,53153.71,55211.62,8105.65,9.39,14.00,0.00
1005,16,4081.24,117037.94,53499.17,55377.29,8161.48,9.22,21.00,0.00
1006,16,4132.80,116713.25,53241.38,55205.28,8266.59,9.39,20.00,0.00
1007,16,4088.96,116780.87,53289.48,55313.46,8177.92,9.39,23.00,0.00
1008,16,4073.11,116173.21,52908.46,55118.52,8146.23,9.91,20.00,0.00
1009,16,4035.80,115372.16,52594.34,54706.23,8071.59,9.39,18.00,0.00
1010,16,4048.04,115536.12,52748.51,54691.53,8096.08,9.22,24.00,0.00
1011,16,4225.93,116946.13,53440.14,55054.12,8451.86,9.06,15.00,0.00
1012,16,4151.24,115713.69,52722.05,54689.16,8302.48,9.56,15.00,0.00
1013,16,4131.08,115745.11,52713.96,54769.00,8262.15,9.39,12.00,0.00
1014,16,4119.80,115902.38,52848.44,54814.34,8239.60,9.22,16.00,0.00
1015,16,3982.16,116503.83,53111.20,55428.30,7964.33,9.56,17.00,0.00
1016,16,4063.02,116335.55,53008.25,55201.26,8126.04,9.39,16.00,0.00
1017,16,4051.71,115685.83,52701.28,54881.13,8103.43,9.91,14.00,0.00
1018,16,4064.26,116070.33,53007.35,54934.47,8128.51,9.39,13.00,0.00
1019,16,4034.89,115622.87,52771.57,54781.52,8069.78,9.39,23.00,0.00
1020,16,4006.94,116012.30,53067.22,54932.19,8012.88,9.39,14.00,0.00
1021,16,4026.17,115931.98,52913.27,54965.36,8053.35,9.22,18.00,0.00
1022,16,4002.84,116619.48,53260.93,55352.85,8005.69,9.56,13.00,0.00
1023,16,4068.21,114919.97,52349.72,54434.83,8135.42,9.91,13.00,0.00
1024,16,3959.79,114908.80,52564.16,54424.06,7920.57,9.73,19.00,0.00
1025,16,3977.13,114032.61,52021.65,54056.71,7954.25,9.91,17.00,0.00
1026,16,3979.90,114784.19,52303.72,54520.67,7959.81,10.09,20.00,0.00
1027,16,3906.12,115017.58,52445.63,54760.70,7811.24,10.27,25.00,0.00
1028,16,4141.04,116505.22,53035.56,55187.58,8282.09,9.73,17.00,0.00
1029,16,4025.01,115080.31,52488.14,54542.15,8050.02,9.73,18.00,0.00
1030,16,4059.77,114138.62,52042.09,53976.99,8119.55,9.91,23.00,0.00
1031,16,3983.16,113997.65,52058.12,53972.20,7967.32,9.73,17.00,0.00
1032,16,3937.93,114500.92,52312.05,54313.01,7875.86,9.56,21.00,0.00
1033,16,3939.82,113695.91,51811.68,54004.58,7879.65,10.27,23.00,0.00
1034,16,4105.16,113908.37,51928.99,53769.06,8210.32,9.39,17.00,0.00
1035,16,3982.95,113831.50,51900.32,53966.29,7964.90,9.56,16.00,0.00
1036,16,4098.15,117283.26,53492.94,55593.02,8197.30,9.56,12.00,0.00
1037,16,4124.76,115993.32,52942.95,54800.85,8249.53,9.22,18.00,0.00
1038,16,4055.24,115860.92,52816.15,54934.28,8110.48,9.73,21.00,0.00
1039,16,4053.86,115285.13,52523.24,54654.17,8107.73,9.91,16.00,0.00
1040,16,4066.10,115599.83,52732.29,54735.34,8132.20,9.73,12.00,0.00
1041,16,4041.98,115476.47,52685.76,54706.75,8083.96,9.56,16.00,0.00
1042,16,4052.16,115803.60,52876.10,54823.18,8104.32,9.39,10.00,0.00
1043,16,4049.87,115193.37,52459.35,54634.28,8099.74,9.91,20.00,0.00
1044,16,4156.77,117906.44,53803.01,55789.90,8313.54,9.22,20.00,0.00
1045,16,4047.95,115215.69,52520.40,54600.38,8094.91,9.91,26.00,0.00
1046,16,4083.31,116052.93,52874.07,55012.23,8166.63,9.91,27.00,0.00
1047,16,4144.00,116057.92,52963.97,54805.96,8287.99,9.39,6.00,0.00
1048,16,3972.91,113329.33,51699.78,53683.74,7945.81,10.09,15.00,0.00
1049,16,4015.89,115532.97,52776.61,54723.56,8032.79,9.73,11.00,0.00
1050,16,4069.15,115515.34,52615.98,54762.06,8137.31,9.73,19.00,0.00
1051,16,4098.89,116867.73,53407.50,55261.45,8198.77,9.22,16.00,0.00
1052,16,4056.79,114087.17,51952.34,54021.24,8113.59,9.91,14.00,0.00
1053,16,4082.37,114423.47,52145.77,54113.95,8163.75,9.39,19.00,0.00
1054,16,4068.89,113905.80,51876.54,53890.49,8138.77,9.91,22.00,0.00
1055,16,4103.28,114315.91,52226.61,53882.73,8206.57,9.22,20.00,0.00
1056,16,4044.82,113999.06,52000.75,53908.66,8089.65,9.56,16.00,0.00
1057,16,3959.88,114063.46,52077.39,54066.32,7919.75,9.39,17.00,0.00
1058,16,3903.14,114370.13,52238.89,54324.96,7806.28,9.73,17.00,0.00
1059,16,4129.93,115952.08,52905.12,54787.09,8259.86,9.22,21.00,0.00
1060,16,3976.09,113939.69,51965.23,54022.27,7952.19,9.56,17.00,0.00
1061,16,3924.98,114214.54,52092.79,54271.78,7849.97,10.09,16.00,0.00
1062,16,4044.97,113974.21,52001.64,53882.63,8089.94,9.56,16.00,0.00
1063,16,4003.89,114901.92,52434.60,54460.54,8006.79,9.73,22.00,0.00
1064,16,4037.03,114642.81,52225.37,54342.38,8075.06,9.91,15.00,0.00
1065,16,4058.23,113128.49,51589.96,53423.07,8115.47,9.91,19.00,0.00
1066,16,4084.89,115420.91,52592.59,54657.54,8170.78,9.39,17.00,0.00
1067,16,3969.96,114116.73,52026.42,54150.40,7939.91,9.91,22.00,0.00
1068,16,4128.00,114292.07,52094.03,53942.03,8256.01,9.39,21.00,0.00
1069,16,4068.83,114101.14,52045.78,53916.70,8138.65,9.73,20.00,0.00
1070,16,4025.09,114160.67,52103.22,54008.26,8049.19,9.56,23.00,0.00
1071,16,4018.79,114814.91,52393.22,54385.12,8036.57,9.56,20.00,0.00
1072,16,3980.11,115003.18,52478.45,54563.51,7961.22,9.91,20.00,0.00
1073,16,4124.12,116552.47,53191.58,55112.64,8248.25,9.22,19.00,0.00
1074,16,4061.96,114674.83,52260.47,54291.45,8122.92,9.91,24.00,0.00
1075,16,4121.92,116164.64,52971.92,54947.88,8244.83,9.56,13.00,0.00
1076,16,4112.10,115846.82,52912.29,54711.33,8223.20,9.39,18.00,0.00
1077,16,4039.92,115873.65,52909.93,54882.89,8080.84,9.22,25.00,0.00
1078,16,4036.98,115809.52,52831.78,54903.77,8073.97,9.56,19.00,0.00
1079,16,4191.17,117713.70,53557.14,55775.23,8381.33,9.56,12.00,0.00
1080,16,4105.88,116352.47,53011.39,55128.33,8212.75,9.56,11.00,0.00
1081,16,4025.02,115116.70,52522.32,54544.33,8050.05,9.73,18.00,0.00
1082,16,4085.08,115776.14,52836.98,54769.01,8170.15,9.56,15.00,0.00
1083,16,4002.88,116154.54,53026.42,55124.36,8003.76,9.73,16.00,0.00
1084,16,4055.09,115281.65,52581.21,54588.26,8112.19,9.56,21.00,0.00
1085,16,4078.89,117569.95,53695.61,55716.55,8157.79,9.22,23.00,0.00
1086,16,4027.15,115190.17,52520.90,54615.98,8053.29,9.73,23.00,0.00
1087,16,4165.97,116051.16,52929.62,54788.60,8332.94,9.22,12.00,0.00
1088,16,4052.93,116493.05,53112.11,55275.08,8105.86,9.73,23.00,0.00
1089,16,4101.83,115809.28,52845.85,54759.77,8203.67,9.39,27.00,0.00
1090,16,4085.31,115899.89,52845.05,54884.21,8170.63,9.39,20.00,0.00
1091,16,4127.95,117292.64,53470.38,55566.36,8255.90,9.39,16.00,0.00
1092,16,4103.85,116051.65,52915.01,54928.94,8207.69,9.73,15.00,0.00
1093,16,4120.15,115551.24,52697.94,54613.01,8240.30,9.56,20.00,0.00
1094,16,4136.96,116319.91,53113.50,54932.49,8273.92,9.22,12.00,0.00
1095,16,4093.00,116477.08,53144.03,55147.04,8186.01,9.39,19.00,0.00
1096,16,4093.89,116444.01,53139.63,55116.58,8187.79,9.39,16.00,0.00
1097,16,4113.02,117903.48,53846.22,55831.23,8226.03,9.39,28.00,0.00
1098,16,4039.14,115759.92,52797.79,54883.86,8078.27,9.73,17.00,0.00
1099,16,4212.85,115948.74,52848.06,54674.99,8425.69,9.22,17.00,0.00
1100,16,4017.86,115031.87,52467.12,54529.04,8035.71,9.91,14.00,0.00
1101,16,4101.15,115882.13,53008.89,54670.95,8202.29,9.39,18.00,0.00
1102,16,4039.88,116489.68,53162.48,55248.42,8078.77,9.56,10.00,0.00
1103,16,4119.31,117818.84,53825.04,55754.18,8239.62,9.22,26.00,0.00
1104,16,4052.98,116002.33,52903.70,54992.68,8105.95,9.73,20.00,0.00
1105,16,4105.74,116272.58,53062.62,54998.49,8211.48,9.56,20.00,0.00
1106,16,4067.25,115757.17,52766.27,54856.40,8134.50,9.56,20.00,0.00
1107,16,4085.99,116061.73,52942.88,54946.87,8171.98,9.56,14.00,0.00
1108,16,4099.00,115400.14,52644.06,54558.06,8198.01,9.39,25.00,0.00
1109,16,4147.01,116325.36,53116.16,54916.17,8293.03,9.22,14.00,0.00
1110,16,3893.92,113742.60,51930.91,54022.86,7788.84,10.09,16.00,0.00
1111,16,4026.91,113936.56,51951.89,53929.85,8054.83,9.73,15.00,0.00
1112,16,3944.01,114338.41,52230.19,54221.19,7887.03,9.56,24.00,0.00
1113,16,3955.17,114126.02,51974.29,54241.39,7910.35,9.91,27.00,0.00
1114,16,4048.04,113796.03,52006.47,53693.49,8096.07,9.39,26.00,0.00
1115,16,4024.77,115776.42,52773.00,54953.88,8049.54,9.73,19.00,0.00
1116,16,4091.09,114841.42,52476.11,54183.14,8182.17,9.39,18.00,0.00
1117,16,4045.08,114582.34,52250.07,54243.11,8089.17,9.56,13.00,0.00
1118,16,4009.84,114692.51,52297.95,54373.87,8020.69,9.56,13.00,0.00
1119,16,4004.32,115047.19,52475.19,54564.36,8007.64,9.91,16.00,0.00
1120,16,4043.75,113775.91,51900.77,53787.65,8087.50,9.73,19.00,0.00
1121,16,4062.94,113445.41,51659.28,53660.25,8125.89,9.56,20.00,0.00
1122,16,4012.23,114413.69,52267.06,54122.16,8024.47,9.39,16.00,0.00
1123,16,4013.74,114818.44,52418.55,54372.42,8027.47,9.56,15.00,0.00
1124,16,4069.12,115723.50,52869.60,54714.66,8139.25,9.39,11.00,0.00
1125,16,4090.79,114578.03,52301.28,54096.18,8180.57,9.22,13.00,0.00
1126,16,3995.26,115171.47,52467.40,54712.55,7991.52,9.73,22.00,0.00
1127,16,4197.87,116550.51,53142.41,55012.35,8395.75,9.22,21.00,0.00
1128,16,4063.95,113553.63,51708.37,53717.35,8127.90,9.22,20.00,0.00
1129,16,3922.86,113240.07,51638.21,53757.13,7844.73,10.27,11.00,0.00
1130,16,4009.19,114716.49,52430.51,54266.60,8019.38,9.22,13.00,0.00
1131,16,4015.10,115017.87,52483.31,54504.36,8030.20,9.73,13.00,0.00
1132,16,4047.76,114995.05,52463.83,54435.71,8095.51,9.56,14.00,0.00
1133,16,3999.94,114487.33,52197.24,54290.21,7999.88,9.73,18.00,0.00
1134,16,3991.27,113924.67,52001.50,53941.63,7981.54,9.91,21.00,0.00
1135,16,3989.95,114000.48,51898.31,54121.28,7980.89,10.09,13.00,0.00
1136,16,4066.80,116213.41,52964.45,55115.35,8133.61,9.73,15.00,0.00
1137,16,3992.18,114562.25,52308.40,54269.48,7984.37,9.56,17.00,0.00
1138,16,4047.83,113907.15,51943.79,53867.71,8095.66,9.73,20.00,0.00
1139,16,4022.12,114573.49,52221.59,54308.65,8043.24,9.56,20.00,0.00
1140,16,3952.20,113923.62,52011.57,54006.67,7905.39,9.56,18.00,0.00
1141,16,4056.77,113824.64,51872.10,53838.99,8113.55,9.56,23.00,0.00
1142,16,4183.36,115929.84,52837.49,54725.65,8366.71,9.22,18.00,0.00
1143,16,4048.54,114700.96,52371.05,54232.83,8097.08,9.56,17.00,0.00
1144,16,4012.03,114635.94,52275.43,54336.44,8024.07,9.73,19.00,0.00
1145,16,4018.21,114994.03,52472.75,54485.86,8035.42,9.39,24.00,0.00
1146,16,4031.03,115649.88,52859.40,54727.41,8063.06,9.22,18.00,0.00
1147,16,3980.06,114731.79,52357.82,54413.85,7960.12,9.91,18.00,0.00
1148,16,4043.88,114953.52,52451.41,54414.35,8087.76,9.22,20.00,0.00
1149,16,3940.06,114629.82,52393.83,54355.86,7880.13,9.91,15.00,0.00
1150,16,3996.85,115256.63,52478.01,54784.92,7993.70,10.09,19.00,0.00
1151,16,4004.98,113546.57,51688.80,53847.80,8009.97,9.91,23.00,0.00
1152,16,4026.13,114048.57,51968.63,54027.69,8052.25,10.09,23.00,0.00
1153,16,4086.98,114863.32,52416.69,54272.68,8173.95,9.39,14.00,0.00
1154,16,4034.91,114698.57,52304.89,54323.85,8069.83,9.56,20.00,0.00
1155,16,4084.91,115283.60,52513.91,54601.86,8167.83,9.56,15.00,0.00
1156,16,4036.08,114634.22,52253.01,54308.05,8073.16,9.56,23.00,0.00
1157,16,4060.02,114643.56,52278.26,54244.26,8121.04,9.56,16.00,0.00
1158,16,4009.96,113403.85,51786.47,53597.46,8019.92,9.39,21.00,0.00
1159,16,4024.14,113342.88,51693.77,53600.84,8048.28,9.56,12.00,0.00
1160,16,4018.87,115059.14,52605.24,54416.18,8037.73,9.39,21.00,0.00
1161,16,4117.97,114973.04,52342.56,54395.54,8234.93,9.73,14.00,0.00
1162,16,4050.21,114904.90,52402.69,54400.79,8101.42,9.73,20.00,0.00
1163,16,4004.90,114565.15,52313.70,54241.65,8009.80,9.73,19.00,0.00
1164,16,4166.93,116885.15,53323.15,55228.12,8333.87,9.06,25.00,0.00
1165,16,4068.02,114322.46,52177.21,54009.22,8136.03,9.22,16.00,0.00
1166,16,3978.96,113640.87,51663.49,54019.46,7957.92,10.46,18.00,0.00
1167,16,4094.24,114025.60,51933.00,53904.12,8188.47,9.56,26.00,0.00
1168,16,4005.94,114647.14,52216.15,54419.12,8011.87,9.91,15.00,0.00
1169,16,4011.99,114725.68,52368.85,54333.85,8022.98,9.73,16.00,0.00
1170,16,3988.87,114109.33,52012.33,54118.26,7978.74,10.09,18.00,0.00
1171,16,4017.97,114805.17,52447.62,54321.61,8035.94,9.39,16.00,0.00
1172,16,3995.25,115055.21,52553.29,54511.42,7990.50,9.22,19.00,0.00
1173,16,4120.96,113913.86,52035.48,53637.46,8240.92,9.22,20.00,0.00
1174,16,4180.93,115360.02,52558.10,54440.07,8361.86,9.22,17.00,0.00
1175,16,4119.91,113933.65,51983.93,53709.89,8239.83,9.39,21.00,0.00
1176,16,4105.05,113610.43,51851.65,53548.67,8210.10,9.22,18.00,0.00
1177,16,3973.89,113409.85,51735.56,53725.51,7948.78,9.73,21.00,0.00
1178,16,3938.12,113469.39,51793.55,53799.61,7876.24,9.56,24.00,0.00
1179,16,3964.08,112391.26,51219.03,53245.07,7927.16,10.27,12.00,0.00
1180,16,3957.87,112352.44,51257.37,53178.31,7916.75,9.91,15.00,0.00
1181,16,3932.16,111619.52,50793.06,52962.15,7864.32,10.27,17.00,0.00
1182,16,4036.75,112980.08,51368.86,53537.72,8073.51,10.09,21.00,0.00
1183,16,4046.06,113415.55,51644.71,53678.74,8092.11,9.91,20.00,0.00
1184,16,4070.85,116421.82,53090.10,55190.02,8141.71,9.39,14.00,0.00
1185,16,4046.03,114397.89,52139.40,54166.42,8092.06,9.56,18.00,0.00
1186,16,4065.24,115698.90,52702.14,54866.27,8130.48,9.91,16.00,0.00
1187,16,4056.08,114429.20,52169.00,54148.04,8112.16,9.39,23.00,0.00
1188,16,4039.96,114710.89,52250.49,54380.47,8079.92,9.73,18.00,0.00
1189,16,3981.89,113404.88,51763.57,53677.52,7963.78,9.91,21.00,0.00
1190,16,3984.02,113227.68,51540.31,53719.32,7968.05,10.27,17.00,0.00
1191,16,4031.97,114191.13,52078.60,54048.59,8063.94,9.39,13.00,0.00
1192,16,4069.07,115798.93,52939.88,54720.91,8138.14,9.22,24.00,0.00
1193,16,4170.96,114677.95,52224.52,54111.51,8341.92,9.56,16.00,0.00
1194,16,4048.92,114067.77,51894.98,54075.94,8096.84,9.73,20.00,0.00
1195,16,3984.04,114758.02,52338.46,54451.48,7968.07,9.56,19.00,0.00
1196,16,4056.01,116165.16,52931.07,55121.08,8113.01,9.91,17.00,0.00
1197,16,4051.01,113532.15,51784.07,53647.07,8101.01,9.39,21.00,0.00
1198,16,3971.00,113650.92,51906.96,53800.96,7942.99,9.73,20.00,0.00
1199,16,4030.14,114293.94,52124.80,54108.87,8060.28,9.73,12.00,0.00
1200,16,4045.86,114801.10,52418.22,54291.15,8091.72,9.22,18.00,0.00
1201,16,3941.12,114138.49,52204.60,54051.65,7882.24,9.56,14.00,0.00
1202,16,4031.77,113987.54,51901.06,54022.94,8063.54,9.73,16.00,0.00
1203,16,4031.52,113707.55,51724.88,53919.62,8063.05,10.09,17.00,0.00
1204,16,4052.42,115608.94,52808.45,54695.65,8104.84,9.22,16.00,0.00
1205,16,4032.08,113812.18,51942.00,53806.03,8064.15,9.56,23.00,0.00
1206,16,3983.14,114317.94,52151.80,54199.87,7966.27,9.91,20.00,0.00
1207,16,4049.02,114465.57,52217.26,54150.27,8098.04,9.39,12.00,0.00
1208,16,4012.04,115127.19,52564.54,54538.56,8024.08,9.39,23.00,0.00
1209,16,4038.00,113439.06,51648.03,53717.03,8074.00,9.73,18.00,0.00
1210,16,4142.09,115859.55,52891.16,54682.20,8286.18,9.22,28.00,0.00
1211,16,3924.40,114135.64,52037.08,54250.75,7847.81,10.09,13.00,0.00
1212,16,3960.41,113994.86,52000.41,54072.63,7921.82,10.09,24.00,0.00
1213,16,3972.97,113612.05,51883.57,53782.55,7945.93,9.39,21.00,0.00
