time,threads,tps,qps,r,w,o,lat,err,reconn
1926,16,4041.14,115343.04,52596.84,54662.91,8083.28,9.73,13.00,0.00
1927,16,3992.73,116086.16,52983.42,55117.28,7985.46,9.73,20.00,0.00
1928,16,4080.29,116171.24,53010.76,54999.90,8160.58,9.39,21.00,0.00
1929,16,4139.01,117753.36,53752.16,55723.17,8278.03,9.39,18.00,0.00
1930,16,4047.03,115226.97,52548.44,54585.46,8093.07,9.91,12.00,0.00
1931,16,4098.98,115909.55,52972.79,54738.79,8197.97,9.22,22.00,0.00
1932,16,4066.93,115439.01,52672.09,54632.06,8134.86,9.56,22.00,0.00
1933,16,4042.93,116246.00,53131.09,55029.05,8085.86,9.56,17.00,0.00
1934,16,4026.05,115787.48,52832.68,54902.70,8052.10,9.56,13.00,0.00
1935,16,4190.81,117975.64,53910.55,55683.47,8381.62,9.06,11.00,0.00
1936,16,4097.09,115278.60,52521.18,54563.23,8194.18,9.91,14.00,0.00
1937,16,4168.16,116499.42,53103.01,55060.09,8336.32,9.56,18.00,0.00
1938,16,4067.93,115984.99,52936.08,54913.05,8135.86,9.39,16.00,0.00
1939,16,4120.98,115754.43,52702.74,54809.73,8241.96,9.91,19.00,0.00
1940,16,4141.08,116103.20,53049.01,54772.04,8282.16,9.22,9.00,0.00
1941,16,4122.92,117237.62,53483.91,55507.87,8245.83,9.56,20.00,0.00
1942,16,4128.03,115218.84,52501.38,54462.40,8255.06,9.39,18.00,0.00
1943,16,4007.81,116652.44,53220.47,55416.36,8015.62,9.73,17.00,0.00
1944,16,4125.21,115557.79,52697.64,54608.74,8251.41,9.22,18.00,0.00
1945,16,4009.89,115518.95,52748.61,54750.55,8019.79,9.56,18.00,0.00
1946,16,4192.10,117006.82,53253.28,55369.34,8384.20,9.56,12.00,0.00
1947,16,4169.81,115804.65,52832.56,54633.48,8338.61,9.39,13.00,0.00
1948,16,4006.23,115931.70,52978.06,54940.18,8013.46,9.56,16.00,0.00
1949,16,4147.01,114936.17,52479.08,54163.08,8294.01,9.22,19.00,0.00
1950,16,3966.74,114647.60,52338.62,54375.49,7933.49,9.73,19.00,0.00
1951,16,4092.23,114296.54,52101.98,54010.09,8184.47,9.56,15.00,0.00
1952,16,4093.04,115930.12,52855.51,54888.53,8186.08,9.22,13.00,0.00
1953,16,4072.87,114156.33,52115.32,53896.27,8144.74,9.22,11.00,0.00
1954,16,4057.98,114786.44,52325.74,54344.73,8115.96,9.39,11.00,0.00
1955,16,3976.13,114487.73,52313.70,54220.77,7953.26,9.73,21.00,0.00
1956,16,3941.70,114811.20,52345.99,54581.82,7883.40,9.91,14.00,0.00
1957,16,3969.31,114380.90,52135.06,54308.23,7937.62,10.09,15.00,0.00
1958,16,3972.92,115047.82,52624.00,54476.97,7946.85,9.39,21.00,0.00
1959,16,3996.88,114338.69,52132.49,54212.43,7993.77,10.09,18.00,0.00
1960,16,4017.00,114866.03,52450.01,54382.01,8034.00,9.56,23.00,0.00
1961,16,4086.04,116052.27,52950.58,54929.60,8172.09,9.39,18.00,0.00
1962,16,4058.12,112820.25,51425.48,53278.54,8116.23,9.56,21.00,0.00
1963,16,4044.89,113511.94,51732.60,53689.55,8089.78,9.73,13.00,0.00
1964,16,4054.11,114046.20,51961.46,53976.51,8108.23,9.73,23.00,0.00
1965,16,4010.99,114184.60,52082.82,54079.81,8021.97,9.91,14.00,0.00
1966,16,4017.10,115098.77,52556.27,54508.31,8034.19,9.39,16.00,0.00
1967,16,4030.84,114676.52,52322.96,54291.88,8061.68,9.56,20.00,0.00
1968,16,3896.07,113381.13,51702.97,53886.01,7792.15,10.09,15.00,0.00
1969,16,3937.95,114358.60,52237.36,54245.33,7875.90,9.73,17.00,0.00
1970,16,4107.03,115851.81,52807.37,54831.38,8213.06,9.39,26.00,0.00
1971,16,3986.05,115144.48,52598.68,54573.70,7972.10,9.39,18.00,0.00
1972,16,4048.76,115059.20,52534.90,54425.78,8098.52,9.39,19.00,0.00
1973,16,4002.92,114311.84,52094.02,54211.98,8005.85,10.09,15.00,0.00
1974,16,3994.14,115391.03,52652.84,54750.91,7987.28,9.56,14.00,0.00
1975,16,3985.04,114243.09,52045.50,54226.52,7971.08,9.91,13.00,0.00
1976,16,3971.06,114825.85,52381.85,54500.88,7943.13,9.73,12.00,0.00
1977,16,4035.04,113706.00,51815.46,53822.47,8068.07,9.73,18.00,0.00
1978,16,3981.97,113090.25,51596.66,53528.65,7964.95,9.91,10.00,0.00
1979,16,4091.03,115370.85,52701.39,54487.40,8182.06,9.39,24.00,0.00
1980,16,4014.05,113797.36,51841.62,53927.65,8028.10,9.73,27.00,0.00
1981,16,4097.98,115060.41,52405.73,54458.72,8195.96,9.56,13.00,0.00
1982,16,4119.83,115269.34,52594.87,54434.80,8239.67,9.22,15.00,0.00
1983,16,4020.11,115446.18,52682.45,54723.51,8040.22,9.39,16.00,0.00
1984,16,4023.87,114414.30,52128.31,54238.25,8047.74,9.73,12.00,0.00
1985,16,3855.12,114142.55,52042.62,54389.69,7710.24,10.27,13.00,0.00
1986,16,4058.81,114469.60,52253.53,54098.45,8117.62,9.56,15.00,0.00
1987,16,4040.22,114370.19,52212.83,54076.93,8080.44,9.39,16.00,0.00
1988,16,3992.84,114220.29,52031.86,54202.77,7985.67,9.91,13.00,0.00
1989,16,3965.20,113237.60,51626.55,53680.65,7930.39,10.09,9.00,0.00
1990,16,4013.18,114356.17,52222.36,54107.45,8026.36,9.39,13.00,0.00
1991,16,4022.67,114301.62,52183.72,54072.56,8045.34,9.39,21.00,0.00
1992,16,4027.10,114644.92,52241.33,54349.38,8054.21,9.91,18.00,0.00
1993,16,4107.96,116336.75,52980.43,55140.41,8215.91,9.56,19.00,0.00
1994,16,3941.99,114044.61,51907.82,54252.81,7883.97,10.27,13.00,0.00
1995,16,4048.19,114326.47,52145.49,54084.59,8096.39,9.73,21.00,0.00
1996,16,4125.94,114529.35,52119.25,54158.22,8251.88,9.56,20.00,0.00
1997,16,4101.80,114795.41,52385.45,54207.36,8202.60,9.22,18.00,0.00
1998,16,4065.32,113520.06,51764.13,53625.28,8130.65,9.56,15.00,0.00
1999,16,3966.72,113749.04,51919.37,53895.23,7934.44,9.73,22.00,0.00
2000,16,4077.11,113757.08,51847.40,53755.45,8154.22,9.56,19.00,0.00
2001,16,3957.97,114443.05,52306.57,54220.55,7915.93,9.56,14.00,0.00
2002,16,4021.09,115750.73,52768.24,54940.29,8042.19,9.73,10.00,0.00
2003,16,4095.80,115000.39,52482.44,54326.35,8191.60,9.22,15.00,0.00
2004,16,4125.89,116470.77,53058.53,55160.47,8251.77,9.39,16.00,0.00
2005,16,4063.97,114471.04,52183.56,54159.55,8127.93,9.39,28.00,0.00
2006,16,4006.45,114819.86,52360.87,54446.10,8012.90,9.73,24.00,0.00
2007,16,4059.67,114784.75,52324.78,54340.62,8119.35,9.91,22.00,0.00
2008,16,4069.99,114075.85,52014.93,53920.93,8139.99,9.22,25.00,0.00
2009,16,3974.87,113536.35,51870.33,53716.27,7949.74,9.56,13.00,0.00
2010,16,4019.03,113030.83,51567.38,53425.39,8038.06,9.39,12.00,0.00
2011,16,3989.11,114162.02,52063.38,54121.43,7977.21,9.91,21.00,0.00
2012,16,3955.10,114772.91,52458.33,54403.38,7911.20,9.22,12.00,0.00
2013,16,4060.05,113947.41,51960.64,53867.67,8119.10,9.56,20.00,0.00
2014,16,4139.68,114700.08,52271.94,54147.79,8280.36,9.39,12.00,0.00
2015,16,4021.16,114065.48,52018.04,54005.12,8042.32,9.73,18.00,0.00
2016,16,4087.24,116361.93,52995.15,55193.29,8173.49,9.39,24.00,0.00
2017,16,4045.93,114044.06,51993.11,53959.08,8091.86,9.56,18.00,0.00
2018,16,4054.86,113090.13,51585.24,53394.17,8110.72,9.39,21.00,0.00
2019,16,3999.99,112788.81,51455.91,53332.91,7999.99,9.56,16.00,0.00
2020,16,3982.10,112600.77,51466.27,53170.31,7964.20,9.22,22.00,0.00
2021,16,3908.91,114130.24,52118.74,54194.69,7816.81,9.73,16.00,0.00
2022,16,4016.85,114448.73,52159.05,54254.97,8034.70,10.09,10.00,0.00
2023,16,3989.12,114390.40,52172.55,54239.61,7978.24,9.73,18.00,0.00
2024,16,3942.12,112917.55,51545.62,53487.68,7884.25,9.56,18.00,0.00
2025,16,3973.88,112391.51,51312.41,53131.35,7947.75,9.56,13.00,0.00
2026,16,3890.97,112102.27,51214.67,53105.65,7781.95,9.73,14.00,0.00
2027,16,3894.09,114255.67,52151.22,54317.27,7787.18,9.56,15.00,0.00
2028,16,4007.95,114029.54,52141.33,53871.31,8016.90,9.22,10.00,0.00
2029,16,4000.00,113587.97,51814.99,53772.98,8000.00,9.56,14.00,0.00
2030,16,3875.06,113249.76,51667.80,53831.84,7750.12,9.73,15.00,0.00
2031,16,4043.02,114822.58,52339.26,54397.28,8086.04,9.73,16.00,0.00
2032,16,4001.12,113315.30,51719.51,53593.56,8002.23,9.56,19.00,0.00
2033,16,3989.01,113415.36,51741.17,53696.17,7978.03,9.73,13.00,0.00
2034,16,4063.64,115573.69,52717.30,54729.12,8127.28,9.56,22.00,0.00
2035,16,4043.14,114191.94,52013.80,54091.87,8086.28,9.73,24.00,0.00
2036,16,4043.08,114101.25,51962.03,54054.07,8085.16,10.09,14.00,0.00
2037,16,3949.89,115776.82,52806.55,55069.49,7900.78,10.09,15.00,0.00
2038,16,4039.08,113559.32,51762.06,53719.10,8078.17,9.73,13.00,0.00
2039,16,3995.97,113765.24,51944.65,53828.64,7991.95,9.39,17.00,0.00
2040,16,3951.14,114509.97,52281.81,54325.88,7902.27,9.91,15.00,0.00
2041,16,4068.92,115107.73,52401.97,54567.93,8137.84,9.91,12.00,0.00
2042,16,4107.89,114143.97,52134.62,53793.57,8215.78,9.06,14.00,0.00
2043,16,3973.90,113828.03,51867.65,54012.59,7947.79,10.09,22.00,0.00
2044,16,4123.28,114730.85,52331.58,54152.71,8246.56,9.56,20.00,0.00
2045,16,4249.96,116026.92,52966.51,54560.49,8499.92,9.22,20.00,0.00
2046,16,3999.97,113936.19,51971.63,53964.62,7999.94,9.91,19.00,0.00
2047,16,4023.90,113820.08,51871.67,53900.62,8047.79,9.91,13.00,0.00
2048,16,4022.03,113569.83,51715.38,53810.39,8044.06,9.91,20.00,0.00
2049,16,3921.98,113211.45,51578.75,53789.74,7842.96,10.27,16.00,0.00
2050,16,4043.04,115059.22,52494.56,54478.58,8086.09,9.56,17.00,0.00
2051,16,3986.05,113729.33,51818.61,53938.63,7972.09,10.09,16.00,0.00
2052,16,3960.09,114144.58,52074.18,54150.22,7920.18,10.09,17.00,0.00
2053,16,3975.72,114346.83,52174.27,54221.13,7951.43,9.73,18.00,0.00
2054,16,3989.17,114135.96,52101.26,54055.35,7979.35,9.56,15.00,0.00
2055,16,4048.06,113907.64,52030.75,53780.78,8096.12,9.56,17.00,0.00
2056,16,3989.84,114266.32,52097.86,54188.78,7979.67,9.91,17.00,0.00
2057,16,4039.15,115590.35,52745.99,54766.06,8078.30,9.39,13.00,0.00
2058,16,4079.05,114031.38,52020.63,53852.65,8158.10,9.39,15.00,0.00
2059,16,4000.05,113838.49,51913.68,53924.71,8000.10,9.91,18.00,0.00
2060,16,4036.88,113442.71,51672.50,53696.44,8073.77,10.09,14.00,0.00
2061,16,4034.90,113908.24,51800.75,54037.69,8069.80,10.09,26.00,0.00
2062,16,4059.06,113936.77,52004.81,53813.84,8118.13,9.56,12.00,0.00
2063,16,4193.87,118335.20,53927.27,56020.20,8387.73,9.39,13.00,0.00
2064,16,3996.18,115699.14,52696.34,55010.44,7992.36,10.09,20.00,0.00
2065,16,4053.90,115438.26,52723.75,54606.70,8107.81,9.39,20.00,0.00
2066,16,4103.85,115068.90,52472.13,54389.06,8207.71,9.39,16.00,0.00
2067,16,4027.26,115365.58,52665.46,54645.59,8054.53,9.56,23.00,0.00
2068,16,3984.11,115462.16,52706.44,54787.50,7968.22,9.73,18.00,0.00
2069,16,4139.81,116679.63,53267.55,55132.46,8279.62,9.22,17.00,0.00
2070,16,4004.80,113733.42,51740.46,53983.35,8009.61,10.09,13.00,0.00
2071,16,4055.25,114470.05,52351.23,54008.33,8110.50,9.22,18.00,0.00
2072,16,3967.04,114251.03,52095.47,54222.49,7933.07,9.73,17.00,0.00
2073,16,3948.94,113196.19,51672.17,53625.14,7898.87,9.73,19.00,0.00
2074,16,4080.05,115641.32,52798.60,54682.62,8160.09,9.22,13.00,0.00
2075,16,3994.02,114213.68,52124.31,54101.32,7988.05,9.73,25.00,0.00
2076,16,4100.88,114484.70,52222.50,54061.44,8200.76,9.39,10.00,0.00
2077,16,4031.97,114352.19,52124.63,54162.62,8064.94,9.73,15.00,0.00
2078,16,4087.97,114376.04,52145.56,54054.55,8175.93,9.39,17.00,0.00
2079,16,3976.90,114116.20,52065.72,54097.67,7952.81,9.91,20.00,0.00
2080,16,4031.98,115660.45,52821.75,54774.74,8063.96,9.39,16.00,0.00
2081,16,4085.20,114082.66,52067.59,53843.67,8171.41,9.22,15.00,0.00
2082,16,3973.15,113757.35,51859.98,53952.06,7945.30,9.91,19.00,0.00
2083,16,3982.99,114996.69,52370.86,54658.85,7966.98,10.09,17.00,0.00
2084,16,4097.96,114856.95,52421.52,54239.51,8195.93,9.39,18.00,0.00
2085,16,3971.94,114214.13,52044.15,54226.11,7943.87,9.91,14.00,0.00
2086,16,3949.02,114323.67,52225.31,54201.32,7897.05,9.73,28.00,0.00
2087,16,4057.13,114702.61,52248.65,54339.71,8114.26,9.56,21.00,0.00
2088,16,4002.08,114908.43,52467.11,54436.15,8005.17,9.39,17.00,0.00
2089,16,3993.87,114225.29,52115.31,54122.24,7987.74,9.73,15.00,0.00
2090,16,4010.99,113728.66,51919.85,53786.84,8021.98,9.22,20.00,0.00
2091,16,4075.84,114200.52,52113.96,53935.88,8150.68,9.56,25.00,0.00
2092,16,4148.05,116716.41,53242.64,55177.66,8296.10,9.22,16.00,0.00
2093,16,4107.06,115186.76,52503.80,54467.83,8215.13,9.56,24.00,0.00
2094,16,4111.01,116635.29,53209.13,55205.14,8221.02,9.39,16.00,0.00
2095,16,4035.76,114843.17,52291.89,54478.76,8072.52,10.09,18.00,0.00
2096,16,3909.30,115546.72,52767.98,54960.15,7818.59,10.09,12.00,0.00
2097,16,4064.93,115765.88,52787.03,54848.99,8129.85,9.91,14.00,0.00
2098,16,4066.88,116940.55,53315.43,55491.36,8133.76,9.56,15.00,0.00
2099,16,4122.81,115632.77,52845.61,54541.53,8245.63,9.39,18.00,0.00
2100,16,4000.17,115265.80,52558.19,54707.28,8000.33,9.91,22.00,0.00
2101,16,3994.02,115406.48,52556.22,54862.23,7988.03,9.91,24.00,0.00
2102,16,4056.14,115782.91,52865.79,54804.85,8112.27,9.56,19.00,0.00
2103,16,3991.93,114793.89,52323.04,54487.00,7983.85,10.09,9.00,0.00
2104,16,4156.95,117640.58,53713.35,55613.33,8313.90,9.22,24.00,0.00
2105,16,3923.01,114906.32,52430.15,54630.15,7846.02,9.73,11.00,0.00
2106,16,4063.89,115956.88,52909.57,54919.52,8127.78,9.39,12.00,0.00
2107,16,4113.99,116070.64,52973.84,54868.83,8227.97,9.22,17.00,0.00
2108,16,4092.29,115963.28,52938.78,54839.91,8184.58,9.39,14.00,0.00
2109,16,4040.74,115549.51,52736.58,54731.45,8081.48,9.56,17.00,0.00
2110,16,4088.16,117592.46,53595.03,55821.12,8176.31,9.56,18.00,0.00
2111,16,4002.94,115842.33,52924.24,54913.21,8004.88,9.73,22.00,0.00
2112,16,4067.99,116240.64,53012.83,55090.83,8136.97,9.56,21.00,0.00
2113,16,4069.05,115714.39,52870.64,54705.66,8138.10,9.56,12.00,0.00
2114,16,4110.88,116326.62,53046.46,55058.40,8221.76,9.39,15.00,0.00
2115,16,4203.18,117235.03,53527.30,55301.37,8406.36,9.06,17.00,0.00
2116,16,4124.89,115846.78,52855.53,54741.48,8249.77,9.56,16.00,0.00
2117,16,4024.94,115494.14,52733.15,54711.12,8049.87,9.56,18.00,0.00
2118,16,4059.04,115934.16,52896.53,54918.55,8119.08,9.73,12.00,0.00
2119,16,4104.34,115828.66,52819.40,54801.57,8207.68,9.39,17.00,0.00
2120,16,4084.73,115729.30,52873.48,54687.36,8168.46,9.39,22.00,0.00
2121,16,4127.06,117012.83,53391.83,55365.87,8255.13,9.39,14.00,0.00
2122,16,4084.96,115491.91,52683.50,54639.48,8168.92,9.56,18.00,0.00
2123,16,3979.81,115495.38,52714.44,54820.33,7960.61,9.73,25.00,0.00
2124,16,4080.27,115481.76,52628.54,54692.68,8160.55,9.73,13.00,0.00
2125,16,4007.87,115317.36,52675.34,54627.28,8014.75,9.73,17.00,0.00
2126,16,4076.09,115387.68,52674.22,54560.27,8153.19,9.56,19.00,0.00
2127,16,4110.84,117881.35,53804.88,55854.80,8221.68,9.22,19.00,0.00
2128,16,4085.19,115741.34,52876.44,54694.52,8170.38,9.39,18.00,0.00
2129,16,4033.82,114464.86,52184.65,54214.56,8065.64,9.73,19.00,0.00
2130,16,3968.89,113758.71,51817.50,54002.44,7938.77,10.27,12.00,0.00
2131,16,4028.12,114395.31,52067.51,54270.57,8057.23,9.56,23.00,0.00
2132,16,4147.18,114584.88,52176.22,54114.30,8294.35,9.22,21.00,0.00
2133,16,4000.06,114413.68,52051.76,54361.80,8000.12,10.27,27.00,0.00
2134,16,4037.78,114527.86,52272.20,54180.10,8075.57,9.56,15.00,0.00
2135,16,3978.11,114141.03,52063.38,54121.44,7956.21,10.09,13.00,0.00
2136,16,4095.11,113476.07,51732.40,53554.45,8189.22,9.73,24.00,0.00
2137,16,4037.67,114080.73,52151.76,53853.62,8075.34,9.39,21.00,0.00
2138,16,4042.12,113549.49,51684.59,53779.65,8085.25,10.09,15.00,0.00
2139,16,4074.16,116042.43,53028.03,54866.10,8148.31,9.22,22.00,0.00
2140,16,4036.99,114072.59,52035.81,53962.81,8073.97,10.09,20.00,0.00
2141,16,4053.90,114249.19,52122.72,54018.67,8107.80,9.56,19.00,0.00
2142,16,3938.11,113770.23,51942.47,53951.53,7876.22,9.56,29.00,0.00
2143,16,3950.74,114370.49,52228.57,54240.44,7901.48,9.39,20.00,0.00
2144,16,4008.31,113445.75,51700.99,53728.14,8016.62,9.91,19.00,0.00
2145,16,4050.96,113971.91,51996.50,53873.49,8101.92,9.56,15.00,0.00
2146,16,4154.03,115876.70,52728.32,54840.33,8308.05,9.39,22.00,0.00
2147,16,4008.88,114274.60,52150.45,54107.39,8016.76,9.56,15.00,0.00
2148,16,3945.95,114495.67,52190.40,54412.37,7892.91,9.91,16.00,0.00
2149,16,3985.87,114332.31,52054.32,54306.25,7971.74,10.27,18.00,0.00
2150,16,4021.13,114416.78,52279.73,54094.79,8042.27,9.39,21.00,0.00
2151,16,4012.00,115538.07,52753.03,54761.03,8024.01,9.39,18.00,0.00
2152,16,4136.12,116266.39,52986.54,55007.60,8272.24,9.39,18.00,0.00
2153,16,4018.01,114633.18,52205.08,54392.09,8036.01,10.09,20.00,0.00
2154,16,3910.75,113650.65,51880.64,53949.51,7820.49,9.91,20.00,0.00
2155,16,3980.08,114055.30,52059.05,54036.09,7960.16,9.73,8.00,0.00
2156,16,4060.04,114447.13,52188.52,54137.54,8121.08,9.73,22.00,0.00
2157,16,3994.04,114373.01,52245.46,54140.48,7987.07,9.73,20.00,0.00
2158,16,4115.12,116099.45,53012.58,54856.63,8230.24,9.22,25.00,0.00
2159,16,4008.80,114245.22,52138.36,54089.26,8017.59,9.73,17.00,0.00
2160,16,3995.05,115935.40,52800.64,55143.67,7991.10,10.09,20.00,0.00
2161,16,4077.12,115472.41,52613.55,54705.62,8153.24,9.39,23.00,0.00
2162,16,4027.89,115463.87,52747.57,54659.52,8056.78,9.56,16.00,0.00
2163,16,3975.02,115588.62,52739.28,54899.29,7950.04,9.91,12.00,0.00
2164,16,4199.97,116947.11,53361.59,55186.58,8398.94,9.22,19.00,0.00
2165,16,4092.95,115151.54,52504.33,54461.31,8185.90,9.73,16.00,0.00
2166,16,4063.16,116190.70,53131.15,54932.22,8127.33,9.39,25.00,0.00
2167,16,4081.85,116065.64,52999.01,54902.94,8163.69,9.39,16.00,0.00
2168,16,4025.02,115866.59,52857.27,54959.28,8050.04,9.56,20.00,0.00
2169,16,4065.00,115819.02,52861.01,54828.01,8130.00,9.73,12.00,0.00
2170,16,4103.02,117196.66,53432.30,55559.31,8205.05,9.73,11.00,0.00
2171,16,4111.08,116036.37,52974.08,54839.12,8223.17,9.39,20.00,0.00
2172,16,4143.07,115606.83,52684.83,54635.86,8286.13,9.56,18.00,0.00
2173,16,4122.92,115651.86,52847.02,54558.99,8245.85,9.39,20.00,0.00
2174,16,4057.09,115809.48,52742.13,54954.18,8113.17,9.73,21.00,0.00
2175,16,4050.99,115536.60,52739.82,54693.81,8102.97,9.22,16.00,0.00
2176,16,4085.99,116984.74,53491.88,55321.87,8170.98,9.22,25.00,0.00
2177,16,4058.83,115709.16,52801.79,54788.71,8118.66,9.73,15.00,0.00
2178,16,4148.03,115498.83,52704.38,54498.39,8296.06,9.56,18.00,0.00
2179,16,4130.17,116195.87,53025.22,54910.30,8260.35,9.56,11.00,0.00
2180,16,4080.97,115576.23,52778.65,54635.64,8161.95,9.39,17.00,0.00
2181,16,4057.90,115222.21,52543.73,54562.68,8115.80,9.73,10.00,0.00
2182,16,4055.15,117530.23,53738.93,55682.00,8109.29,9.39,12.00,0.00
2183,16,4006.85,115348.78,52564.08,54769.99,8014.71,9.73,19.00,0.00
2184,16,4070.11,116040.14,52868.43,55032.49,8139.22,9.73,11.00,0.00
2185,16,4044.01,115654.27,52768.12,54797.13,8089.02,9.73,8.00,0.00
2186,16,4142.87,115506.29,52641.31,54579.25,8285.73,9.73,22.00,0.00
2187,16,4051.15,115574.36,52724.99,54747.07,8102.31,9.56,23.00,0.00
2188,16,4174.97,117900.20,53783.64,55766.62,8349.94,9.39,19.00,0.00
2189,16,3952.92,113951.65,52012.93,54033.89,7904.84,9.73,18.00,0.00
2190,16,3980.95,114034.51,52030.32,54041.29,7962.90,9.56,10.00,0.00
2191,16,3942.10,112934.82,51504.28,53547.34,7883.20,9.91,11.00,0.00
2192,16,3994.05,114103.42,52138.65,53976.67,7988.10,9.22,22.00,0.00
2193,16,4047.81,114118.75,52092.60,53929.52,8096.63,9.22,20.00,0.00
2194,16,4109.03,116063.97,53068.45,54777.46,8218.07,9.22,28.00,0.00
2195,16,4040.95,114040.56,51983.34,53976.32,8080.90,9.56,20.00,0.00
2196,16,4003.17,114366.96,52126.26,54233.35,8007.35,9.91,19.00,0.00
2197,16,4054.93,114835.06,52307.12,54418.08,8109.86,9.91,21.00,0.00
2198,16,4008.89,114273.85,52150.56,54105.51,8017.78,9.56,22.00,0.00
2199,16,3957.19,115055.61,52593.56,54547.66,7914.39,9.39,19.00,0.00
2200,16,4073.83,115652.29,52784.85,54719.77,8147.67,9.39,21.00,0.00
2201,16,4033.10,114263.92,52133.33,54064.38,8066.21,9.39,22.00,0.00
2202,16,4026.92,114592.80,52334.99,54203.96,8053.85,9.56,9.00,0.00
2203,16,3984.79,114154.07,52047.30,54137.19,7969.59,9.91,17.00,0.00
2204,16,3940.25,113725.10,51887.24,53958.37,7879.49,9.91,20.00,0.00
2205,16,4111.84,113225.73,51562.05,53438.98,8224.69,9.56,16.00,0.00
2206,16,4069.07,115183.85,52435.84,54610.88,8137.13,9.56,20.00,0.00
2207,16,4067.97,113635.21,51901.64,53596.63,8136.94,9.39,20.00,0.00
2208,16,4001.15,114524.27,52298.95,54223.02,8002.30,9.39,16.00,0.00
2209,16,4057.91,114077.52,51958.87,54002.83,8115.82,9.56,21.00,0.00
2210,16,4000.97,116130.25,53032.66,55096.64,8000.95,9.73,17.00,0.00
2211,16,4070.00,114731.90,52331.96,54258.95,8140.99,9.56,22.00,0.00
2212,16,4069.09,114979.60,52447.18,54394.23,8138.18,9.56,17.00,0.00
2213,16,4076.91,116851.34,53277.79,55420.74,8152.81,9.73,22.00,0.00
2214,16,3925.10,115206.07,52566.40,54789.46,7850.21,9.91,17.00,0.00
2215,16,4104.00,115378.00,52664.00,54505.00,8209.00,9.39,23.00,0.00
2216,16,4018.03,115420.73,52528.33,54856.35,8036.05,9.91,19.00,0.00
2217,16,4072.04,116012.10,52895.50,54972.52,8144.08,9.91,13.00,0.00
2218,16,4060.97,116062.11,52962.60,54977.58,8121.94,9.39,15.00,0.00
2219,16,4082.76,117592.04,53661.82,55764.70,8165.52,9.73,11.00,0.00
2220,16,4065.07,115672.97,52775.90,54766.93,8130.14,9.73,23.00,0.00
2221,16,4013.15,114308.15,52190.90,54090.97,8026.29,9.91,20.00,0.00
2222,16,3989.86,116423.01,53192.18,55251.11,7979.73,9.56,14.00,0.00
2223,16,4099.89,115539.80,52698.54,54641.49,8199.77,9.39,19.00,0.00
2224,16,4045.30,116027.58,52927.92,55009.07,8090.60,9.56,16.00,0.00
2225,16,4151.09,117277.49,53551.14,55424.17,8302.18,9.22,21.00,0.00
2226,16,4050.74,114952.72,52539.67,54312.56,8100.49,9.56,18.00,0.00
2227,16,4059.84,115452.42,52724.91,54606.83,8120.68,9.56,20.00,0.00
2228,16,4096.16,115168.45,52582.03,54394.10,8192.32,9.39,22.00,0.00
2229,16,4121.15,114926.08,52422.86,54260.93,8242.29,9.73,12.00,0.00
2230,16,4098.80,115623.23,52788.37,54637.27,8197.59,9.22,16.00,0.00
2231,16,4132.22,116649.19,53083.82,55300.94,8264.44,9.56,15.00,0.00
2232,16,4068.95,115735.60,52760.36,54837.33,8137.90,9.73,11.00,0.00
2233,16,4056.76,115408.22,52602.91,54691.79,8113.52,9.73,19.00,0.00
2234,16,4210.30,115240.28,52428.77,54390.91,8420.60,9.56,11.00,0.00
2235,16,4100.93,115241.97,52632.07,54408.04,8201.86,9.56,12.00,0.00
2236,16,4055.10,115241.76,52493.26,54638.31,8110.19,9.91,17.00,0.00
2237,16,4134.95,116423.56,52991.34,55162.32,8269.90,9.56,23.00,0.00
2238,16,3997.05,115627.38,52771.63,54861.66,7994.10,9.56,17.00,0.00
2239,16,4108.96,115518.87,52605.49,54695.47,8217.92,9.56,23.00,0.00
2240,16,4039.90,116057.26,53001.75,54975.70,8079.81,9.73,17.00,0.00
2241,16,4077.13,115652.57,52804.63,54693.69,8154.25,9.39,22.00,0.00
2242,16,4100.00,116063.95,53062.98,54800.97,8200.00,9.39,19.00,0.00
2243,16,4172.88,117148.62,53390.46,55411.40,8346.76,9.39,20.00,0.00
2244,16,4103.00,116576.03,53239.01,55132.01,8205.00,9.22,11.00,0.00
2245,16,3984.89,115077.89,52459.58,54648.52,7969.78,9.91,20.00,0.00
2246,16,4069.13,115423.61,52627.65,54657.71,8138.25,9.73,11.00,0.00
2247,16,4049.06,115475.75,52694.80,54683.83,8097.12,9.91,21.00,0.00
2248,16,4061.93,115939.00,52911.09,54903.05,8124.86,9.73,17.00,0.00
2249,16,4076.16,115308.53,52700.07,54456.14,8152.32,9.22,19.00,0.00
2250,16,3975.94,114435.29,52282.22,54201.19,7951.88,9.56,18.00,0.00
2251,16,4130.73,113536.56,51686.61,53588.49,8261.46,9.56,19.00,0.00
2252,16,4003.20,113647.77,51899.63,53741.73,8006.41,9.73,22.00,0.00
2253,16,4039.96,114130.92,52004.51,54046.49,8079.92,9.73,19.00,0.00
2254,16,4069.99,113633.63,51832.83,53660.82,8139.97,9.56,17.00,0.00
2255,16,4074.13,115387.67,52594.67,54644.74,8148.26,9.39,13.00,0.00
2256,16,4010.96,113619.78,51814.44,53783.42,8021.91,9.73,21.00,0.00
2257,16,3971.87,113568.35,51833.33,53791.27,7943.74,9.73,9.00,0.00
