time,threads,tps,qps,r,w,o,lat,err,reconn
2824,16,4786.95,135103.52,61643.32,63886.30,9573.89,7.56,17.00,0.00
2825,16,4777.01,135169.37,61711.17,63904.18,9554.03,7.56,21.00,0.00
2826,16,4706.02,134780.55,61525.25,63843.26,9412.04,7.70,21.00,0.00
2827,16,4734.00,135062.92,61709.96,63885.96,9466.99,7.56,27.00,0.00
2828,16,4690.00,134814.94,61488.97,63945.97,9380.00,7.98,21.00,0.00
2829,16,4667.01,131697.25,60031.11,62331.12,9335.02,9.39,15.00,0.00
2830,16,4631.00,132564.95,60445.98,62856.97,9262.00,9.22,23.00,0.00
2831,16,4561.99,131821.73,60059.88,62637.87,9123.98,9.39,17.00,0.00
2832,16,4672.00,132662.91,60578.96,62740.96,9342.99,7.70,29.00,0.00
2833,16,4668.02,132447.53,60396.24,62714.25,9337.04,8.58,16.00,0.00
2834,16,4627.00,132249.10,60292.05,62703.05,9254.01,9.22,19.00,0.00
2835,16,4736.99,132327.70,60308.86,62544.86,9473.98,7.70,25.00,0.00
2836,16,4798.03,132547.79,60426.36,62525.37,9596.06,7.56,23.00,0.00
2837,16,4682.01,132554.16,60490.07,62700.08,9364.01,7.70,20.00,0.00
2838,16,4571.98,132165.37,60427.71,62593.70,9143.96,7.84,19.00,0.00
2839,16,4585.02,132246.66,60284.30,62792.31,9170.05,9.22,22.00,0.00
2840,16,4682.00,131991.91,60181.96,62445.96,9363.99,7.84,25.00,0.00
2841,16,4659.00,132019.92,60279.96,62422.96,9316.99,7.84,19.00,0.00
2842,16,4645.00,132346.08,60456.04,62599.04,9291.01,7.70,27.00,0.00
2843,16,4594.98,132006.37,60235.71,62580.70,9189.96,8.13,23.00,0.00
2844,16,4687.99,131944.67,60210.85,62357.85,9375.98,7.70,24.00,0.00
2845,16,4644.99,132772.84,60585.93,62897.93,9288.99,7.70,15.00,0.00
2846,16,4706.04,132500.03,60495.47,62591.49,9413.07,7.56,23.00,0.00
2847,16,4560.97,130104.09,59299.58,61683.57,9120.94,9.39,20.00,0.00
2848,16,4587.03,131854.97,60194.44,62485.46,9175.07,8.13,21.00,0.00
2849,16,4631.02,132208.49,60334.22,62612.23,9262.03,7.84,16.00,0.00
2850,16,4620.97,132193.24,60399.65,62551.64,9241.95,7.70,30.00,0.00
2851,16,4554.98,130141.53,59285.79,61746.78,9108.97,9.39,22.00,0.00
2852,16,4727.04,133219.14,60827.52,62936.54,9455.08,7.70,24.00,0.00
2853,16,4598.01,132456.23,60371.10,62889.11,9196.02,8.13,25.00,0.00
2854,16,4653.97,132694.28,60472.67,62913.66,9307.95,8.90,22.00,0.00
2855,16,4699.99,131657.61,60088.82,62168.82,9399.97,7.70,25.00,0.00
2856,16,4671.03,132828.76,60651.35,62835.36,9342.05,7.56,15.00,0.00
2857,16,4555.00,132310.88,60406.95,62794.94,9108.99,8.13,20.00,0.00
2858,16,4648.00,131739.02,60093.01,62349.01,9297.00,7.84,21.00,0.00
2859,16,4585.97,131396.22,60052.64,62171.63,9171.95,8.13,15.00,0.00
2860,16,4626.99,131796.85,60045.93,62496.93,9253.99,8.90,25.00,0.00
2861,16,4589.99,131889.85,60067.93,62642.93,9178.99,9.22,19.00,0.00
2862,16,4655.02,132324.44,60387.20,62627.21,9310.03,7.84,28.00,0.00
2863,16,4602.02,132510.51,60483.23,62822.24,9205.04,7.70,16.00,0.00
2864,16,4678.01,132147.32,60268.15,62523.15,9356.02,7.70,21.00,0.00
2865,16,4666.97,132767.09,60622.58,62811.57,9332.94,7.70,19.00,0.00
2866,16,4634.99,131872.83,60143.92,62457.92,9270.99,7.84,17.00,0.00
2867,16,4642.99,129783.83,59184.92,61313.92,9284.99,7.98,20.00,0.00
2868,16,4629.05,132205.29,60360.59,62585.61,9259.09,8.74,23.00,0.00
2869,16,4665.94,131985.38,60217.26,62436.24,9331.89,7.84,27.00,0.00
2870,16,4632.04,131319.07,59907.49,62147.51,9264.08,8.28,14.00,0.00
2871,16,4587.99,130859.62,59526.83,62156.82,9175.97,9.39,12.00,0.00
2872,16,4634.02,131966.63,60197.29,62501.30,9268.04,7.84,28.00,0.00
2873,16,4644.00,132260.97,60310.99,62661.99,9288.00,7.84,16.00,0.00
2874,16,4552.96,132358.89,60450.49,62802.47,9105.92,9.22,25.00,0.00
2875,16,4701.01,132502.33,60407.15,62693.16,9402.02,7.98,15.00,0.00
2876,16,4764.00,131957.99,60151.99,62277.99,9528.00,7.70,11.00,0.00
2877,16,4595.50,132211.63,60320.44,62701.18,9190.00,7.84,13.00,0.00
2878,16,4576.50,130739.32,59743.54,61841.77,9154.00,7.70,23.00,0.00
2879,16,4683.97,133336.20,60800.64,63167.62,9367.94,8.28,25.00,0.00
2880,16,4741.05,134145.29,61142.59,63520.61,9482.09,8.58,15.00,0.00
2881,16,4736.01,134819.26,61524.12,63823.12,9472.02,7.70,19.00,0.00
2882,16,4782.98,134731.47,61450.76,63714.75,9565.96,7.56,20.00,0.00
2883,16,4655.01,134659.33,61403.15,63946.16,9310.02,9.06,19.00,0.00
2884,16,4792.96,135035.87,61587.48,63862.46,9585.92,7.56,24.00,0.00
2885,16,4738.01,135526.24,61726.11,64324.11,9476.02,7.84,22.00,0.00
2886,16,4740.99,134469.61,61264.82,63723.82,9480.97,7.98,28.00,0.00
2887,16,4721.05,135484.51,61774.69,64266.71,9443.10,7.84,16.00,0.00
2888,16,4671.94,134259.22,61122.19,63794.15,9342.88,9.22,14.00,0.00
2889,16,4626.07,133538.14,60962.98,63322.02,9253.15,7.56,20.00,0.00
2890,16,4578.87,131689.34,59991.33,62540.26,9157.75,9.22,21.00,0.00
2891,16,4613.09,132435.49,60378.14,62831.18,9226.17,8.28,24.00,0.00
2892,16,4689.80,131634.31,60060.41,62194.31,9379.59,7.70,20.00,0.00
2893,16,4611.22,132115.33,60313.89,62579.00,9222.44,7.70,16.00,0.00
2894,16,4617.94,131379.34,59915.25,62228.22,9235.88,9.39,23.00,0.00
2895,16,4608.04,131035.14,59799.52,62019.54,9216.08,8.13,28.00,0.00
2896,16,4604.01,132031.18,60237.08,62586.09,9208.01,7.70,20.00,0.00
2897,16,4659.96,130383.01,59440.55,61622.53,9319.93,8.13,16.00,0.00
2898,16,4608.03,131691.88,60033.40,62442.42,9216.06,9.22,23.00,0.00
2899,16,4677.00,131745.07,60099.03,62292.03,9354.01,7.84,18.00,0.00
2900,16,4723.03,131779.85,60144.39,62189.40,9446.06,7.56,25.00,0.00
2901,16,4665.92,132057.80,60294.00,62431.96,9331.84,7.84,23.00,0.00
2902,16,4692.05,132534.27,60435.58,62714.60,9384.09,7.98,18.00,0.00
2903,16,4589.02,131821.46,60130.21,62514.22,9177.03,7.98,26.00,0.00
2904,16,4676.99,131886.83,60233.92,62297.92,9354.99,7.56,18.00,0.00
2905,16,4614.99,131821.63,60148.83,62442.83,9229.97,7.98,20.00,0.00
2906,16,4678.01,131714.16,59883.07,62475.08,9356.01,9.22,21.00,0.00
2907,16,4620.03,132116.77,60314.35,62562.37,9240.05,7.84,20.00,0.00
2908,16,4590.97,131711.07,60146.58,62382.56,9181.94,7.70,19.00,0.00
2909,16,4581.03,130564.85,59573.39,61830.40,9161.06,8.74,17.00,0.00
2910,16,4621.97,133009.23,60769.65,62994.64,9244.95,7.70,25.00,0.00
2911,16,4680.99,132252.85,60360.93,62528.93,9362.99,7.56,20.00,0.00
2912,16,4636.53,132033.73,60323.94,62437.72,9272.07,7.56,20.00,0.00
2913,16,4650.47,132115.30,60211.06,62603.30,9300.94,9.22,26.00,0.00
2914,16,4643.56,131967.57,60154.33,62526.11,9287.13,9.22,12.00,0.00
2915,16,4544.46,132077.32,60246.08,62742.33,9088.92,9.22,19.00,0.00
2916,16,4694.97,133764.21,61075.64,63298.63,9389.94,7.70,22.00,0.00
2917,16,4640.01,132182.37,60263.17,62639.17,9280.03,8.28,21.00,0.00
2918,16,4614.99,131420.75,59959.89,62230.88,9229.98,9.22,22.00,0.00
2919,16,4598.00,131649.98,60162.99,62290.99,9196.00,7.84,14.00,0.00
2920,16,4622.99,133289.64,60894.83,63148.83,9245.97,7.70,21.00,0.00
2921,16,4829.99,135418.77,61741.90,64016.89,9659.98,7.56,19.00,0.00
2922,16,4731.01,135079.23,61625.10,63992.11,9462.02,7.70,27.00,0.00
2923,16,4709.95,135253.47,61834.30,63999.28,9419.89,7.43,15.00,0.00
2924,16,4758.07,134729.86,61496.85,63716.88,9516.13,7.56,17.00,0.00
2925,16,4765.98,134567.52,61506.78,63528.78,9531.97,7.56,26.00,0.00
2926,16,4689.00,135388.11,61804.05,64206.05,9378.01,8.90,31.00,0.00
2927,16,4789.00,134969.11,61516.05,63876.05,9577.01,8.58,18.00,0.00
2928,16,4790.00,134915.04,61567.02,63768.02,9580.00,7.70,22.00,0.00
2929,16,4740.97,134748.10,61497.59,63767.57,9482.94,7.56,17.00,0.00
2930,16,4670.02,134906.56,61471.25,64095.27,9340.04,9.22,27.00,0.00
2931,16,4704.04,134496.08,61454.49,63633.51,9408.08,7.56,30.00,0.00
2932,16,4707.91,134998.55,61650.88,63931.84,9415.83,7.56,14.00,0.00
2933,16,4797.06,135073.57,61718.72,63760.74,9594.11,7.43,21.00,0.00
2934,16,4788.00,133994.06,61105.03,63313.03,9576.00,7.70,24.00,0.00
2935,16,4720.01,134218.42,61121.19,63657.20,9440.03,9.22,15.00,0.00
2936,16,4747.00,134324.10,61217.05,63613.05,9494.01,8.13,16.00,0.00
2937,16,4757.96,135289.97,61796.53,63977.51,9515.93,7.43,21.00,0.00
2938,16,4701.02,133610.53,60749.24,63459.25,9402.04,9.39,22.00,0.00
2939,16,4746.02,135407.45,61776.21,64140.21,9491.03,7.43,13.00,0.00
2940,16,4698.98,133786.55,61084.79,63302.79,9398.97,7.56,23.00,0.00
2941,16,4792.94,134842.28,61491.22,63765.19,9585.88,7.43,17.00,0.00
2942,16,4797.07,134911.10,61487.96,63828.99,9594.15,7.56,21.00,0.00
2943,16,4783.00,135060.10,61696.04,63798.05,9566.01,7.43,18.00,0.00
2944,16,4622.00,134100.89,61169.95,63686.95,9243.99,9.06,26.00,0.00
2945,16,4695.03,133432.85,60793.39,63249.40,9390.06,7.98,27.00,0.00
2946,16,4778.97,134108.25,61191.66,63358.64,9557.95,8.90,22.00,0.00
2947,16,4727.44,135714.81,62032.60,64227.34,9454.87,7.43,15.00,0.00
2948,16,4763.53,134736.09,61468.88,63740.14,9527.07,7.56,23.00,0.00
2949,16,4624.06,131866.74,60171.79,62446.82,9248.12,7.70,24.00,0.00
2950,16,4614.95,131466.54,59845.34,62391.31,9229.90,9.39,20.00,0.00
2951,16,4654.03,132197.89,60354.41,62535.42,9308.06,7.84,15.00,0.00
2952,16,4654.97,131585.20,59961.64,62313.62,9309.94,8.13,21.00,0.00
2953,16,4537.03,132050.87,60190.40,62786.41,9074.06,9.22,17.00,0.00
2954,16,4596.00,132631.13,60642.06,62798.06,9191.01,7.56,18.00,0.00
2955,16,4730.99,131617.66,60106.84,62047.84,9462.98,7.56,21.00,0.00
2956,16,4575.00,132517.88,60477.94,62889.94,9149.99,7.70,18.00,0.00
2957,16,4576.99,131266.76,59902.89,62209.89,9153.98,8.58,14.00,0.00
2958,16,4673.03,131936.87,60249.40,62341.41,9346.06,7.70,18.00,0.00
2959,16,4634.00,132338.93,60491.97,62578.97,9268.00,7.56,20.00,0.00
2960,16,4584.99,131334.69,59769.86,62395.85,9168.98,9.22,12.00,0.00
2961,16,4606.00,132691.87,60563.94,62914.94,9212.99,7.84,17.00,0.00
2962,16,4781.98,134194.36,61151.71,63479.70,9562.95,7.84,26.00,0.00
2963,16,4751.00,134967.96,61603.98,63860.98,9503.00,7.70,19.00,0.00
2964,16,4735.99,134597.75,61437.89,63687.88,9471.98,7.56,15.00,0.00
2965,16,4792.03,133904.88,61063.40,63257.41,9584.06,7.56,13.00,0.00
2966,16,4744.99,135053.67,61612.85,63950.84,9489.98,7.84,13.00,0.00
2967,16,4732.00,134394.89,61311.95,63618.95,9463.99,7.70,24.00,0.00
2968,16,4732.01,135468.25,61841.12,64163.12,9464.02,7.56,21.00,0.00
2969,16,4731.98,134781.38,61583.72,63733.71,9463.96,7.43,29.00,0.00
2970,16,4681.02,132842.58,60631.26,62849.27,9362.04,9.06,17.00,0.00
2971,16,4771.01,134568.31,61351.14,63675.15,9542.02,7.43,22.00,0.00
2972,16,4827.94,134033.43,61086.28,63292.26,9654.89,7.56,24.00,0.00
2973,16,4681.98,134880.43,61593.74,63921.73,9364.96,7.70,25.00,0.00
2974,16,4772.02,134697.63,61330.29,63823.30,9544.04,7.84,19.00,0.00
2975,16,4700.03,135020.89,61622.41,63998.42,9400.06,7.70,22.00,0.00
2976,16,4823.01,135375.41,61795.19,63935.19,9645.03,7.43,27.00,0.00
2977,16,4800.96,134622.92,61320.51,63699.49,9602.92,7.56,18.00,0.00
2978,16,4649.02,134250.67,61364.31,63588.32,9298.05,7.84,21.00,0.00
2979,16,4767.99,133746.77,60940.89,63269.89,9535.98,7.84,19.00,0.00
2980,16,4712.02,134851.70,61484.32,63943.33,9424.05,9.22,23.00,0.00
2981,16,4769.98,134611.34,61303.70,63767.69,9539.95,9.06,14.00,0.00
2982,16,4814.01,133898.34,61086.15,63184.16,9628.02,7.30,21.00,0.00
2983,16,4726.00,135030.01,61704.00,63874.00,9452.00,7.43,27.00,0.00
2984,16,4645.00,134419.87,61357.94,63771.94,9289.99,8.43,29.00,0.00
2985,16,4811.98,134938.51,61485.78,63828.77,9623.96,7.56,15.00,0.00
2986,16,4789.00,134939.03,61565.01,63796.01,9578.00,7.43,16.00,0.00
2987,16,4683.00,134273.87,61249.94,63657.94,9365.99,8.28,16.00,0.00
2988,16,4715.01,134673.35,61397.16,63845.17,9431.02,7.70,34.00,0.00
2989,16,4696.04,134632.08,61510.49,63730.51,9391.08,7.56,18.00,0.00
2990,16,4688.00,134656.04,61388.02,63892.02,9376.00,7.84,19.00,0.00
2991,16,4774.99,134966.78,61783.90,63632.89,9549.98,7.43,24.00,0.00
2992,16,4735.00,133836.86,60991.94,63375.94,9468.99,8.13,13.00,0.00
2993,16,4843.98,134468.58,61305.81,63473.80,9688.97,7.56,26.00,0.00
2994,16,4724.99,134454.61,61292.82,63711.82,9449.97,7.56,24.00,0.00
2995,16,4709.00,134596.94,61360.97,63817.97,9418.00,7.56,15.00,0.00
2996,16,4746.00,134223.04,61285.02,63446.02,9492.00,7.56,23.00,0.00
2997,16,4667.00,134861.07,61479.03,64049.03,9333.00,9.06,25.00,0.00
2998,16,4746.02,133239.63,60804.29,62942.30,9493.05,7.70,22.00,0.00
2999,16,4726.01,132173.39,60194.18,62528.19,9451.03,9.22,18.00,0.00
3000,16,4791.97,133772.30,61044.68,63142.67,9584.95,7.70,18.00,0.00
3001,16,4638.99,132522.62,60500.82,62743.82,9277.97,9.06,27.00,0.00
3002,16,4687.01,134139.15,61122.07,63643.07,9374.01,9.22,16.00,0.00
3003,16,4731.04,134307.03,61291.47,63553.49,9462.07,7.56,19.00,0.00
3004,16,4758.01,134424.24,61312.11,63596.11,9516.02,7.56,22.00,0.00
3005,16,4733.98,135115.43,61711.74,63935.73,9467.96,7.70,12.00,0.00
3006,16,4655.97,134459.10,61324.59,63822.57,9311.94,9.22,16.00,0.00
3007,16,4736.99,134465.58,61386.81,63604.80,9473.97,7.70,25.00,0.00
3008,16,4695.06,134195.59,61144.73,63660.76,9390.11,9.22,19.00,0.00
3009,16,4606.98,132117.41,60384.73,62518.72,9213.96,7.70,15.00,0.00
3010,16,4682.02,131733.57,60000.26,62369.27,9364.04,8.28,16.00,0.00
3011,16,4596.01,131782.19,60161.09,62429.09,9192.01,8.13,17.00,0.00
3012,16,4583.97,131563.09,60028.58,62367.57,9166.94,8.13,21.00,0.00
3013,16,4584.98,131217.47,59818.76,62227.75,9170.96,9.39,12.00,0.00
3014,16,4684.03,132124.86,60295.39,62461.41,9368.06,7.70,17.00,0.00
3015,16,4720.99,131837.79,60102.90,62293.90,9440.99,7.84,18.00,0.00
3016,16,4627.03,131120.86,59747.39,62118.41,9255.06,7.98,15.00,0.00
3017,16,4638.99,131716.81,60112.91,62326.91,9276.99,7.70,18.00,0.00
3018,16,4582.00,131880.14,60197.06,62518.07,9165.01,8.13,24.00,0.00
3019,16,4780.00,131864.91,60100.96,62203.96,9559.99,7.70,20.00,0.00
3020,16,4579.62,132176.14,60331.04,62685.85,9159.25,7.70,16.00,0.00
3021,16,4623.36,130353.26,59449.68,61656.85,9246.73,7.84,12.00,0.00
3022,16,4628.02,131446.69,59920.31,62270.33,9256.05,7.70,23.00,0.00
3023,16,4610.95,131419.53,59966.33,62232.31,9220.90,7.84,27.00,0.00
3024,16,4659.99,131851.58,60169.81,62360.80,9320.97,7.70,27.00,0.00
3025,16,4624.03,132419.77,60425.35,62746.36,9248.05,7.84,17.00,0.00
3026,16,4563.01,131775.40,60139.18,62510.19,9126.03,8.13,22.00,0.00
3027,16,4578.01,130776.26,59671.12,61949.12,9156.02,9.06,21.00,0.00
3028,16,4691.96,131816.89,60174.50,62259.48,9382.92,7.70,22.00,0.00
3029,16,4712.01,130842.33,59580.15,61837.16,9425.02,7.70,27.00,0.00
3030,16,4723.05,132301.29,60361.59,62493.61,9446.09,7.56,22.00,0.00
3031,16,4601.95,131618.61,60041.37,62373.34,9203.90,9.22,23.00,0.00
3032,16,4555.01,130253.18,59371.08,61772.09,9110.01,9.22,20.00,0.00
3033,16,4554.01,131210.22,59747.10,62356.10,9107.02,9.39,19.00,0.00
3034,16,4575.02,131593.71,60072.32,62370.33,9151.05,7.70,15.00,0.00
3035,16,4710.02,131853.48,60082.22,62351.23,9420.03,7.70,12.00,0.00
3036,16,4491.98,129769.43,59199.74,61585.73,8983.96,9.56,23.00,0.00
3037,16,4655.90,131999.08,60279.67,62407.62,9311.79,7.70,25.00,0.00
3038,16,4722.12,131114.24,59882.48,61787.53,9444.23,7.56,16.00,0.00
3039,16,4674.97,132870.05,60658.56,62861.55,9349.93,7.56,24.00,0.00
3040,16,4708.00,134553.87,61375.94,63761.94,9415.99,7.56,25.00,0.00
3041,16,4731.02,134881.66,61539.30,63880.31,9462.05,7.70,23.00,0.00
3042,16,4687.98,134038.34,61107.70,63554.69,9375.95,9.06,17.00,0.00
3043,16,4687.99,134577.62,61415.83,63785.82,9375.97,7.98,15.00,0.00
3044,16,4642.99,134642.72,61415.87,63941.87,9284.98,9.06,17.00,0.00
3045,16,4815.99,134653.75,61370.88,63649.88,9632.98,7.70,25.00,0.00
3046,16,4725.03,134253.73,61146.33,63657.34,9450.05,8.74,19.00,0.00
3047,16,4671.03,134281.92,61295.42,63645.43,9341.06,7.84,21.00,0.00
3048,16,4738.01,134340.15,61317.07,63546.07,9477.01,7.56,18.00,0.00
3049,16,4691.96,134239.99,61321.54,63535.52,9382.93,7.56,16.00,0.00
3050,16,4739.98,134078.52,61106.78,63490.77,9480.97,7.70,25.00,0.00
3051,16,4697.00,135206.04,61717.02,64095.02,9394.00,7.56,18.00,0.00
3052,16,4783.99,134284.66,61252.84,63463.84,9567.98,7.70,16.00,0.00
3053,16,4749.02,134415.63,61353.29,63564.30,9498.04,7.43,15.00,0.00
3054,16,4741.02,133996.56,61201.26,63313.26,9482.04,7.56,16.00,0.00
3055,16,4722.96,135598.90,61849.50,64303.48,9445.92,7.56,24.00,0.00
3056,16,4680.05,134257.43,61219.65,63677.68,9360.10,7.70,20.00,0.00
3057,16,4750.01,133730.22,60958.10,63272.10,9500.02,7.98,19.00,0.00
3058,16,4771.98,134278.34,61284.70,63449.69,9543.95,7.43,16.00,0.00
3059,16,2314.00,63827.89,29055.95,30143.95,4627.99,23.95,14.00,0.00
3060,16,2218.00,63010.12,28830.05,29744.06,4436.01,23.10,12.00,0.00
3061,16,2324.98,65532.49,29898.77,30983.76,4649.96,22.69,14.00,0.00
3062,16,2435.01,68970.25,31457.12,32643.12,4870.02,20.74,8.00,0.00
3063,16,2501.01,71933.25,32843.11,34090.12,5000.02,21.89,18.00,0.00
3064,16,2551.01,74326.18,33908.08,35314.09,5104.01,21.11,13.00,0.00
3065,16,2700.99,77336.68,35286.86,36647.85,5401.98,20.74,7.00,0.00
3066,16,2828.01,80544.20,36721.09,38167.09,5656.01,18.28,9.00,0.00
3067,16,2887.00,81394.04,37141.02,38479.02,5774.00,18.28,10.00,0.00
3068,16,2971.02,84973.52,38853.24,40178.25,5942.04,17.95,14.00,0.00
3069,16,2934.96,84659.99,38557.54,40232.52,5869.93,17.95,19.00,0.00
3070,16,3079.02,88108.61,40265.28,41685.29,6158.04,16.12,9.00,0.00
3071,16,3071.02,88456.50,40412.23,41902.24,6142.03,15.27,13.00,0.00
3072,16,3273.97,90942.07,41412.58,42982.56,6546.93,15.83,16.00,0.00
3073,16,3285.03,92754.85,42313.39,43870.40,6571.06,15.27,19.00,0.00
3074,16,3385.99,95681.79,43691.91,45217.90,6771.99,12.98,14.00,0.00
3075,16,3320.98,94203.45,42995.75,44565.74,6641.96,15.27,12.00,0.00
3076,16,3489.02,98363.55,44951.25,46435.26,6977.04,12.30,13.00,0.00
3077,16,3381.98,96531.37,43979.71,45787.70,6763.96,14.73,15.00,0.00
3078,16,3504.03,100317.79,45808.36,47500.37,7009.06,12.75,11.00,0.00
3079,16,3655.96,102214.97,46667.53,48235.51,7311.93,10.27,19.00,0.00
3080,16,3659.05,102571.39,46831.63,48421.65,7318.10,11.65,16.00,0.00
3081,16,3815.98,104919.36,47882.71,49405.70,7630.95,11.45,14.00,0.00
3082,16,3771.99,107830.76,49275.89,51009.89,7544.98,9.73,19.00,0.00
3083,16,3796.00,107880.87,49288.94,51000.94,7590.99,10.65,14.00,0.00
3084,16,3852.00,107972.13,49256.06,51011.06,7705.01,11.24,15.00,0.00
3085,16,3826.98,108558.42,49581.74,51322.73,7653.96,11.04,9.00,0.00
3086,16,4003.02,111997.53,51098.24,52893.25,8006.04,9.22,20.00,0.00
3087,16,3864.93,110123.90,50187.04,52207.00,7729.85,11.65,22.00,0.00
3088,16,3787.08,108951.41,49692.10,51685.14,7574.17,11.87,17.00,0.00
3089,16,3982.00,113239.05,51676.02,53599.02,7964.00,9.73,12.00,0.00
3090,16,3961.00,111742.88,50944.94,52876.94,7920.99,10.65,20.00,0.00
3091,16,3970.96,114234.76,52150.43,54141.41,7942.91,11.04,16.00,0.00
3092,16,3968.04,113707.28,51945.58,53825.60,7936.09,9.91,14.00,0.00
3093,16,4032.97,112830.10,51392.59,53371.58,8065.94,11.04,21.00,0.00
3094,16,4136.01,115236.21,52528.09,54436.10,8272.01,10.65,20.00,0.00
3095,16,4027.00,115098.14,52577.06,54467.07,8054.01,10.46,17.00,0.00
3096,16,4033.98,115030.47,52548.76,54413.75,8067.96,10.27,11.00,0.00
3097,16,4145.03,116477.97,53098.44,55089.46,8290.07,9.06,18.00,0.00
3098,16,4172.97,116802.27,53186.67,55269.66,8345.95,10.46,15.00,0.00
3099,16,4116.02,117905.50,53779.23,55894.24,8232.03,10.09,10.00,0.00
3100,16,4049.02,114428.44,52240.20,54090.21,8098.03,11.24,13.00,0.00
3101,16,4157.99,117519.72,53528.87,55674.87,8315.98,10.84,16.00,0.00
3102,16,4183.95,118531.54,54063.34,56100.31,8367.90,8.90,21.00,0.00
3103,16,4154.06,118206.72,53902.78,55995.81,8308.12,9.73,7.00,0.00
3104,16,4175.00,119183.99,54362.00,56472.00,8350.00,10.27,16.00,0.00
3105,16,4298.99,120296.83,54982.92,56715.92,8597.99,8.28,15.00,0.00
3106,16,4211.99,119517.74,54585.88,56507.88,8423.98,9.91,18.00,0.00
3107,16,4305.02,120361.50,54991.23,56760.24,8610.04,8.28,17.00,0.00
3108,16,4261.00,121317.04,55394.02,57401.02,8522.00,8.43,14.00,0.00
3109,16,4136.97,120306.22,54891.64,57141.63,8272.95,10.46,21.00,0.00
3110,16,4375.00,120716.08,55085.04,56880.04,8751.01,8.43,17.00,0.00
3111,16,4261.04,121839.06,55510.48,57806.50,8522.07,10.09,31.00,0.00
3112,16,4350.96,122238.84,55787.47,57749.45,8701.92,8.74,16.00,0.00
3113,16,4219.01,121442.41,55441.19,57563.20,8438.03,9.91,16.00,0.00
3114,16,4274.02,121486.59,55412.27,57526.28,8548.04,10.09,22.00,0.00
3115,16,4349.99,121730.64,55561.84,57468.83,8699.97,8.28,23.00,0.00
3116,16,4343.00,122810.07,56139.03,57985.03,8686.00,8.13,27.00,0.00
3117,16,4364.97,124356.09,56751.58,58875.57,8728.94,8.13,14.00,0.00
3118,16,4271.00,121764.07,55533.03,57688.03,8543.00,10.46,21.00,0.00
3119,16,4244.01,122183.19,55821.09,57874.09,8488.01,9.73,18.00,0.00
3120,16,4302.99,122795.83,56078.92,58111.92,8604.99,8.43,34.00,0.00
3121,16,4335.03,122558.78,55887.36,58001.37,8670.06,10.09,16.00,0.00
3122,16,4395.96,124893.87,56948.49,59152.47,8792.92,9.39,19.00,0.00
3123,16,4374.03,123116.80,56182.37,58187.38,8747.06,9.22,23.00,0.00
3124,16,4249.96,121378.96,55344.53,57533.51,8500.93,10.27,27.00,0.00
3125,16,4297.05,123720.53,56482.70,58644.73,8593.11,9.56,29.00,0.00
3126,16,4340.96,125515.71,57218.41,59614.39,8682.91,9.91,22.00,0.00
3127,16,4292.03,123511.76,56357.35,58571.36,8583.05,10.09,22.00,0.00
3128,16,4360.98,123694.57,56489.80,58482.80,8721.97,8.13,16.00,0.00
3129,16,4283.04,121346.20,55310.55,57469.57,8566.08,10.46,18.00,0.00
3130,16,4246.98,122701.47,56013.76,58193.75,8493.96,10.27,12.00,0.00
3131,16,4210.02,120440.53,55004.24,57015.25,8421.04,9.22,14.00,0.00
3132,16,4272.95,120483.61,54949.37,56989.34,8544.90,8.90,19.00,0.00
3133,16,4415.98,124205.30,56653.68,58718.67,8832.95,8.43,17.00,0.00
3134,16,4265.07,120665.98,55018.90,57116.94,8530.14,10.09,15.00,0.00
3135,16,4213.97,119378.19,54467.63,56482.61,8427.94,9.91,23.00,0.00
3136,16,4206.02,119323.47,54485.21,56427.22,8411.03,8.90,24.00,0.00
3137,16,4438.98,123674.53,56350.79,58444.78,8878.97,8.13,18.00,0.00
3138,16,4297.01,121492.28,55420.13,57479.13,8593.02,9.22,20.00,0.00
3139,16,4325.99,123348.68,56252.86,58442.85,8652.98,9.39,13.00,0.00
3140,16,4291.01,123974.21,56647.10,58745.10,8582.01,9.39,15.00,0.00
3141,16,4382.04,124356.20,56820.55,58771.57,8764.08,8.13,19.00,0.00
3142,16,4343.95,123834.50,56533.31,58613.29,8687.89,8.58,19.00,0.00
3143,16,4315.00,122349.96,55859.98,57859.98,8630.00,8.74,17.00,0.00
3144,16,4389.99,124829.65,56942.84,59106.84,8779.98,8.28,20.00,0.00
3145,16,4341.05,122144.32,55625.60,57836.63,8682.09,9.73,24.00,0.00
3146,16,4348.98,124412.29,56871.68,58842.67,8697.95,8.43,24.00,0.00
3147,16,4290.01,121896.26,55551.12,57765.12,8580.02,9.91,31.00,0.00
3148,16,4317.01,125244.25,57088.12,59522.12,8634.02,9.91,17.00,0.00
3149,16,4309.98,122303.52,55703.78,57979.77,8619.97,9.73,21.00,0.00
3150,16,4272.00,120822.95,55179.97,57099.97,8543.00,10.09,18.00,0.00
3151,16,4359.03,123168.88,56171.40,58278.42,8719.06,8.43,20.00,0.00
3152,16,4431.99,124564.75,56833.89,58866.88,8863.98,7.98,19.00,0.00
3153,16,4385.01,124843.27,56849.12,59225.13,8769.02,9.73,18.00,0.00
3154,16,4273.95,122667.60,55854.36,58265.34,8547.90,10.09,21.00,0.00
3155,16,4349.01,124551.39,56869.18,58984.19,8698.03,9.39,19.00,0.00
