time,threads,tps,qps,r,w,o,lat,err,reconn
958,16,4762.99,135212.80,61794.91,63892.91,9524.99,7.43,14.00,0.00
959,16,4848.99,135315.62,61711.83,63904.82,9698.97,7.70,18.00,0.00
960,16,4703.01,135550.36,61882.16,64262.17,9406.02,7.70,19.00,0.00
961,16,4721.00,135330.01,61826.00,64062.00,9442.00,7.43,18.00,0.00
962,16,4749.95,135052.65,61515.38,64037.36,9499.90,7.70,24.00,0.00
963,16,4702.87,133939.34,61120.33,63413.27,9405.74,7.84,20.00,0.00
964,16,4748.12,134863.49,61331.59,64035.66,9496.25,9.22,15.00,0.00
965,16,4683.61,135151.66,61628.83,64155.62,9367.21,7.84,16.00,0.00
966,16,4740.42,134887.00,61564.48,63842.68,9479.84,7.70,19.00,0.00
967,16,4863.02,135808.56,61931.26,64150.26,9727.04,7.43,20.00,0.00
968,16,4669.03,133668.88,60957.40,63373.42,9338.06,9.06,22.00,0.00
969,16,4691.96,132710.76,60510.44,62816.41,9383.91,7.70,23.00,0.00
970,16,4525.01,132370.41,60325.19,62995.19,9050.03,9.39,21.00,0.00
971,16,4604.01,132117.28,60255.13,62654.13,9208.02,8.28,22.00,0.00
972,16,4698.02,131775.44,60045.20,62334.21,9396.03,9.06,21.00,0.00
973,16,4715.99,132192.75,60344.89,62415.88,9431.98,7.56,14.00,0.00
974,16,4607.99,131273.65,59864.84,62192.83,9215.98,9.06,24.00,0.00
975,16,4643.00,132471.90,60541.96,62644.95,9284.99,7.70,19.00,0.00
976,16,4623.97,132670.24,60566.65,62854.64,9248.95,7.70,17.00,0.00
977,16,4659.05,131676.42,59941.65,62416.67,9318.10,9.06,14.00,0.00
978,16,4653.00,132303.04,60401.02,62597.02,9305.00,7.70,25.00,0.00
979,16,4721.99,134366.68,61281.85,63639.85,9444.98,7.70,16.00,0.00
980,16,4670.98,131578.56,59896.80,62339.79,9341.97,8.28,18.00,0.00
981,16,4609.99,132337.70,60460.86,62656.86,9219.98,7.70,24.00,0.00
982,16,4719.05,132578.51,60548.69,62591.71,9438.11,7.56,12.00,0.00
983,16,4651.96,132441.81,60437.46,62700.44,9303.92,7.70,11.00,0.00
984,16,4670.02,131646.48,60004.22,62302.23,9340.03,9.06,25.00,0.00
985,16,4669.99,131809.75,60087.89,62382.88,9338.98,7.84,28.00,0.00
986,16,4653.99,132474.75,60452.89,62713.88,9307.98,7.70,14.00,0.00
987,16,4695.00,132733.94,60555.97,62787.97,9390.00,7.70,18.00,0.00
988,16,4668.00,132107.90,60263.95,62507.95,9335.99,7.98,15.00,0.00
989,16,4621.01,132467.37,60396.17,62828.17,9243.03,7.84,30.00,0.00
990,16,4684.98,132330.53,60502.78,62457.78,9369.97,7.56,19.00,0.00
991,16,4613.00,132680.01,60530.00,62924.00,9226.00,7.70,16.00,0.00
992,16,4706.04,133085.17,60761.54,62911.55,9412.08,7.56,18.00,0.00
993,16,4654.92,131671.76,59951.98,62409.94,9309.84,9.22,20.00,0.00
994,16,4623.04,132323.05,60267.48,62809.50,9246.07,9.22,32.00,0.00
995,16,4547.00,132466.02,60426.01,62946.01,9094.00,9.06,14.00,0.00
996,16,4628.02,131938.45,60104.21,62578.22,9256.03,9.22,29.00,0.00
997,16,4558.02,130371.43,59448.20,61807.20,9116.03,7.84,19.00,0.00
998,16,4662.96,133479.95,60982.52,63171.50,9325.93,7.56,20.00,0.00
999,16,4626.02,132761.64,60597.29,62912.30,9252.04,7.98,12.00,0.00
1000,16,4618.94,132910.33,60617.24,63055.21,9237.88,9.06,19.00,0.00
1001,16,4699.03,133595.94,61090.43,63109.45,9396.07,7.56,16.00,0.00
1002,16,4708.00,132341.13,60350.06,62573.06,9418.01,7.98,16.00,0.00
1003,16,4669.02,132695.64,60557.29,62800.30,9338.05,9.06,23.00,0.00
1004,16,4667.99,131244.71,59837.87,62070.86,9335.98,9.06,25.00,0.00
1005,16,4682.00,132194.92,60221.96,62608.96,9363.99,7.98,17.00,0.00
1006,16,4688.02,131791.64,59971.29,62444.30,9376.05,9.22,26.00,0.00
1007,16,4686.99,132817.79,60590.91,62852.90,9373.99,7.70,16.00,0.00
1008,16,4614.99,132806.78,60414.90,63161.90,9229.98,9.22,20.00,0.00
1009,16,4770.01,135979.27,62145.12,64294.13,9540.02,7.43,19.00,0.00
1010,16,4763.00,134931.03,61514.01,63891.01,9526.00,7.70,17.00,0.00
1011,16,4740.94,135482.32,61795.24,64206.21,9480.88,8.90,21.00,0.00
1012,16,4755.01,135359.28,61784.13,64064.13,9511.02,7.70,26.00,0.00
1013,16,4732.03,135694.98,61910.45,64320.46,9464.07,7.70,20.00,0.00
1014,16,4698.99,135179.62,61608.82,64173.82,9396.97,8.90,17.00,0.00
1015,16,4735.04,135711.10,61968.50,64271.52,9471.08,7.56,9.00,0.00
1016,16,4782.96,135469.82,61744.46,64159.44,9565.92,7.56,15.00,0.00
1017,16,4793.02,135836.58,62029.27,64222.28,9585.04,7.43,16.00,0.00
1018,16,4834.98,135038.38,61515.72,63851.71,9670.96,8.90,22.00,0.00
1019,16,4683.03,134693.75,61451.34,63876.36,9366.05,9.06,17.00,0.00
1020,16,4809.98,135142.35,61616.70,63905.69,9619.95,7.56,24.00,0.00
1021,16,4841.98,136214.31,62240.69,64289.68,9683.95,7.30,27.00,0.00
1022,16,4752.04,135181.04,61626.47,64050.49,9504.07,9.06,13.00,0.00
1023,16,4806.02,136131.44,62092.20,64427.21,9612.03,7.43,20.00,0.00
1024,16,4797.99,136977.68,62544.86,64836.85,9595.98,7.43,22.00,0.00
1025,16,4760.99,135228.77,61679.89,64026.89,9521.98,7.84,31.00,0.00
1026,16,4871.01,136000.32,61921.14,64337.15,9742.02,7.43,24.00,0.00
1027,16,4755.97,136401.23,62278.65,64610.63,9511.95,7.56,18.00,0.00
1028,16,4777.98,135804.32,61973.69,64274.68,9555.95,7.56,23.00,0.00
1029,16,4561.06,132044.71,60301.78,62620.81,9122.12,9.06,14.00,0.00
1030,16,4692.97,133370.02,60883.55,63100.54,9385.93,7.56,20.00,0.00
1031,16,4698.04,133339.18,60910.54,63033.56,9395.08,7.56,17.00,0.00
1032,16,4776.00,133005.04,60812.02,62640.02,9553.00,7.43,22.00,0.00
1033,16,4632.96,133259.96,60927.53,63066.51,9265.93,7.70,28.00,0.00
1034,16,4548.01,132546.27,60467.13,62983.13,9096.02,9.22,25.00,0.00
1035,16,4550.00,131198.00,59766.00,62332.00,9100.00,9.22,15.00,0.00
1036,16,4671.03,132516.79,60469.36,62705.37,9342.06,7.70,17.00,0.00
1037,16,4682.97,132348.23,60417.65,62564.64,9365.95,7.70,18.00,0.00
1038,16,4498.01,131707.27,60000.12,62711.13,8996.02,9.39,12.00,0.00
1039,16,4689.03,132156.95,60239.43,62540.45,9377.07,7.70,20.00,0.00
1040,16,4695.93,131653.99,60011.08,62250.05,9392.86,7.84,28.00,0.00
1041,16,4661.02,133443.64,60838.29,63283.30,9322.04,7.84,20.00,0.00
1042,16,4674.00,132531.01,60416.00,62769.00,9346.00,7.98,23.00,0.00
1043,16,4724.01,133126.15,60705.07,62971.07,9450.01,7.84,21.00,0.00
1044,16,4708.02,132270.51,60377.23,62478.24,9415.04,7.84,16.00,0.00
1045,16,4667.00,132245.01,60325.00,62585.00,9335.00,7.84,16.00,0.00
1046,16,4608.99,132794.80,60626.91,62949.90,9217.99,7.84,21.00,0.00
1047,16,4719.77,132405.54,60528.25,62437.75,9439.54,7.70,17.00,0.00
1048,16,4605.22,132241.05,60335.99,62694.62,9210.44,7.98,17.00,0.00
1049,16,4721.96,132460.80,60438.45,62578.43,9443.91,7.56,18.00,0.00
1050,16,4664.01,133135.30,60637.14,63171.14,9327.02,9.06,22.00,0.00
1051,16,4692.56,132993.64,60690.36,62918.15,9385.13,7.56,18.00,0.00
1052,16,4632.46,132863.32,60663.08,62935.31,9264.93,7.84,18.00,0.00
1053,16,4640.00,129823.97,59296.99,61245.99,9281.00,8.13,25.00,0.00
1054,16,4645.95,132754.62,60592.37,62870.35,9291.90,7.84,27.00,0.00
1055,16,4642.03,132083.89,60148.41,62651.42,9284.06,9.22,17.00,0.00
1056,16,4680.01,132814.18,60659.08,62795.09,9360.01,7.70,21.00,0.00
1057,16,4680.99,132069.59,60232.81,62474.81,9361.97,7.84,17.00,0.00
1058,16,4664.99,133252.74,60780.88,63141.87,9329.98,7.70,13.00,0.00
1059,16,4714.01,133330.33,60770.15,63132.16,9428.02,7.56,18.00,0.00
1060,16,4675.01,132485.40,60386.18,62750.19,9349.03,8.13,14.00,0.00
1061,16,4604.30,132815.91,60510.85,63096.45,9208.61,9.22,17.00,0.00
1062,16,4567.65,132373.80,60330.57,62907.93,9135.30,9.06,28.00,0.00
1063,16,4651.02,132020.65,60158.30,62559.31,9303.05,8.43,25.00,0.00
1064,16,4634.02,132572.50,60627.23,62677.24,9268.04,7.70,25.00,0.00
1065,16,4609.00,131964.11,60116.05,62631.05,9217.01,9.22,23.00,0.00
1066,16,4642.98,131181.45,59820.75,62074.74,9285.96,8.13,21.00,0.00
1067,16,4706.02,132314.61,60402.28,62500.29,9412.04,7.70,17.00,0.00
1068,16,4618.93,132346.03,60428.10,62679.07,9238.86,7.84,22.00,0.00
1069,16,4719.04,132748.23,60577.56,62733.58,9437.09,7.56,23.00,0.00
1070,16,4641.97,134914.98,61523.54,64107.52,9283.93,9.22,18.00,0.00
1071,16,4764.00,135251.97,61742.98,63979.98,9529.00,7.56,14.00,0.00
1072,16,4826.04,136489.24,62312.57,64524.59,9652.09,7.43,23.00,0.00
1073,16,4731.00,135203.08,61673.04,64068.04,9462.01,7.70,20.00,0.00
1074,16,4711.01,135452.36,61879.16,64151.17,9422.02,7.56,18.00,0.00
1075,16,4825.94,135214.43,61740.28,63822.26,9651.89,7.43,17.00,0.00
1076,16,4774.01,135478.37,61809.17,64121.18,9548.03,7.56,22.00,0.00
1077,16,4800.99,135923.81,62164.91,64156.91,9601.99,7.30,20.00,0.00
1078,16,4755.03,135499.97,61864.44,64125.46,9510.07,7.56,12.00,0.00
1079,16,4725.31,135330.27,61732.00,64147.65,9450.62,7.70,11.00,0.00
1080,16,4806.66,138246.01,63184.69,65449.00,9612.32,7.43,31.00,0.00
1081,16,4716.04,134612.25,61327.57,63851.60,9433.09,9.06,26.00,0.00
1082,16,4780.96,135523.84,61787.47,64174.45,9561.92,7.56,22.00,0.00
1083,16,4754.04,134462.05,61325.48,63628.50,9508.07,7.70,26.00,0.00
1084,16,4780.97,135806.12,61964.60,64279.58,9561.94,7.56,19.00,0.00
1085,16,4822.98,135471.36,61829.71,63995.70,9645.95,7.43,11.00,0.00
1086,16,4755.02,135928.67,62098.31,64320.32,9510.05,7.43,23.00,0.00
1087,16,4796.03,135456.81,61782.37,64083.38,9591.06,7.84,27.00,0.00
1088,16,4764.00,134034.04,61135.02,63370.02,9529.00,7.70,17.00,0.00
1089,16,4613.02,132456.65,60472.30,62759.31,9225.05,7.70,18.00,0.00
1090,16,4645.95,131796.59,60116.36,62387.33,9292.90,8.43,29.00,0.00
1091,16,4691.98,132286.52,60376.78,62526.77,9382.97,7.70,24.00,0.00
1092,16,4600.07,132238.14,60319.97,62718.01,9200.15,9.22,15.00,0.00
1093,16,4653.94,132317.42,60283.28,62726.25,9307.89,9.06,17.00,0.00
1094,16,4675.02,132001.66,60226.30,62425.31,9350.05,7.84,22.00,0.00
1095,16,4681.01,132661.37,60410.17,62888.18,9363.03,9.22,22.00,0.00
1096,16,4619.96,131177.90,59874.50,62063.48,9239.92,8.74,22.00,0.00
1097,16,4617.03,132298.98,60249.45,62815.47,9234.07,9.39,28.00,0.00
1098,16,4665.01,132757.14,60631.07,62797.07,9329.01,7.70,20.00,0.00
1099,16,4578.98,132567.34,60457.70,62950.69,9158.95,8.74,30.00,0.00
1100,16,4712.01,132718.27,60563.13,62732.13,9423.02,7.70,23.00,0.00
1101,16,4530.97,132116.26,60305.66,62747.65,9062.95,8.90,22.00,0.00
1102,16,4681.00,132341.14,60439.06,62540.06,9362.01,7.70,26.00,0.00
1103,16,4625.00,132172.14,60346.06,62576.07,9250.01,7.70,30.00,0.00
1104,16,4564.01,132041.22,60097.10,62817.11,9127.02,9.22,28.00,0.00
1105,16,4711.02,132894.54,60655.25,62817.26,9422.04,7.70,8.00,0.00
1106,16,4634.98,133268.47,60814.76,63182.75,9270.96,8.58,23.00,0.00
1107,16,4559.98,132005.52,60230.78,62654.77,9119.97,9.22,29.00,0.00
1108,16,4708.00,133045.02,60705.01,62924.01,9416.00,7.70,23.00,0.00
1109,16,4679.05,132309.39,60362.64,62588.66,9358.10,7.56,12.00,0.00
1110,16,4724.98,134200.46,61167.76,63583.75,9448.96,8.74,20.00,0.00
1111,16,4587.98,132367.40,60390.72,62799.71,9176.96,9.22,21.00,0.00
1112,16,4639.00,132044.98,60276.99,62489.99,9278.00,7.98,20.00,0.00
1113,16,4691.03,132979.87,60756.40,62841.41,9382.06,7.56,23.00,0.00
1114,16,4663.99,133288.71,60828.87,63131.86,9327.98,7.84,18.00,0.00
1115,16,4704.97,133387.09,60806.58,63170.57,9409.94,7.70,25.00,0.00
1116,16,4780.05,133188.34,60737.61,62890.63,9560.10,7.56,21.00,0.00
1117,16,4695.96,134366.98,61426.54,63549.52,9390.93,7.56,21.00,0.00
1118,16,4653.01,132693.33,60641.15,62745.15,9307.02,7.70,21.00,0.00
1119,16,4684.99,133037.61,60691.82,62975.82,9369.97,7.70,19.00,0.00
1120,16,4732.03,132608.83,60525.38,62619.39,9464.06,7.84,16.00,0.00
1121,16,4738.97,133325.21,60807.64,63040.63,9476.94,7.70,15.00,0.00
1122,16,4651.00,133027.95,60716.98,63007.98,9303.00,7.98,21.00,0.00
1123,16,4643.00,132612.03,60541.01,62786.01,9285.00,7.98,22.00,0.00
1124,16,4776.95,135237.59,61669.36,64013.33,9554.90,7.56,22.00,0.00
1125,16,4685.02,135615.57,61925.26,64320.27,9370.04,8.74,28.00,0.00
1126,16,4798.02,135461.69,61823.31,64042.33,9596.05,7.43,18.00,0.00
1127,16,4697.02,133767.44,61077.20,63296.21,9394.03,8.90,26.00,0.00
1128,16,4740.00,135717.05,61928.02,64309.02,9480.00,7.43,30.00,0.00
1129,16,4841.96,135047.92,61661.51,63702.49,9683.92,7.43,28.00,0.00
1130,16,4737.01,135466.26,61783.12,64209.12,9474.02,7.84,15.00,0.00
1131,16,4781.03,135675.88,61937.40,64176.42,9562.06,7.56,18.00,0.00
1132,16,4755.99,135727.57,61929.81,64285.80,9511.97,7.84,15.00,0.00
1133,16,4792.97,135237.18,61768.63,63882.61,9585.94,7.56,30.00,0.00
1134,16,4752.03,135303.81,61724.37,64075.38,9504.06,8.90,22.00,0.00
1135,16,4782.93,136335.95,62311.06,64460.03,9564.86,7.43,15.00,0.00
1136,16,4842.08,137530.37,62820.08,65025.12,9685.17,7.43,19.00,0.00
1137,16,4720.97,135781.17,62139.62,64199.61,9441.94,7.43,26.00,0.00
1138,16,4723.01,134934.23,61609.10,63879.11,9446.02,7.70,19.00,0.00
1139,16,4879.01,134547.39,61253.18,63536.19,9758.03,7.56,15.00,0.00
1140,16,4742.01,135230.38,61596.17,64150.18,9484.03,7.98,19.00,0.00
1141,16,4732.92,134577.73,61293.97,63817.92,9465.84,9.06,21.00,0.00
1142,16,4742.07,134926.05,61611.94,63828.97,9485.14,7.70,19.00,0.00
1143,16,4770.01,135102.38,61635.17,63929.18,9538.03,8.43,26.00,0.00
1144,16,4796.93,135633.94,61765.06,64274.02,9594.85,8.90,20.00,0.00
1145,16,4735.05,135243.39,61704.64,64068.66,9470.10,7.70,26.00,0.00
1146,16,4751.97,135706.12,61818.60,64383.58,9503.94,7.70,16.00,0.00
1147,16,4711.06,135828.86,61998.85,64407.88,9422.13,7.56,20.00,0.00
1148,16,4787.97,134765.20,61539.64,63649.62,9575.94,7.56,25.00,0.00
1149,16,4708.00,133183.11,60823.05,62944.05,9416.01,7.56,26.00,0.00
1150,16,4623.99,132523.85,60463.93,62811.93,9247.99,8.90,15.00,0.00
1151,16,4615.01,132622.23,60456.11,62936.11,9230.02,7.98,20.00,0.00
1152,16,4616.99,132819.84,60638.93,62946.92,9233.99,7.84,20.00,0.00
1153,16,4667.99,132039.78,60231.90,62471.90,9335.98,8.43,22.00,0.00
1154,16,4703.03,132537.75,60325.34,62806.35,9406.05,7.84,23.00,0.00
1155,16,4640.95,132240.72,60230.41,62728.39,9281.91,9.22,22.00,0.00
1156,16,4717.06,132515.74,60490.80,62590.82,9434.12,7.56,20.00,0.00
1157,16,4713.96,132025.96,60199.53,62398.51,9427.93,7.84,12.00,0.00
1158,16,4626.00,131196.06,59831.03,62114.03,9251.00,7.98,19.00,0.00
1159,16,4586.04,132760.06,60655.48,62931.50,9173.07,7.70,25.00,0.00
1160,16,4606.00,132014.87,60182.94,62619.94,9211.99,8.13,22.00,0.00
1161,16,4643.99,132166.81,60355.91,62522.91,9287.99,7.70,20.00,0.00
1162,16,4648.98,132062.43,60245.74,62519.73,9296.96,7.70,16.00,0.00
1163,16,4609.01,131384.17,59839.08,62327.08,9218.01,9.39,19.00,0.00
1164,16,4734.00,134128.03,61139.01,63521.01,9468.00,7.56,22.00,0.00
1165,16,4706.99,136106.61,62064.82,64627.82,9413.97,7.70,19.00,0.00
1166,16,4813.02,137488.67,62690.30,65171.32,9627.05,7.56,18.00,0.00
1167,16,4840.95,135728.53,61932.33,64114.31,9681.90,7.56,21.00,0.00
1168,16,4784.00,135395.05,61823.02,64004.03,9568.00,7.70,14.00,0.00
1169,16,4804.04,135219.21,61673.55,63937.57,9608.09,7.43,21.00,0.00
1170,16,4811.97,135767.20,61980.64,64162.62,9623.94,7.43,22.00,0.00
1171,16,4755.01,135837.26,61962.12,64366.12,9509.02,7.70,16.00,0.00
1172,16,4750.99,135171.79,61664.91,64003.90,9502.99,8.13,29.00,0.00
1173,16,4744.93,135278.93,61676.05,64113.02,9489.85,8.28,20.00,0.00
1174,16,4707.65,135998.81,61961.36,64622.16,9415.29,9.06,22.00,0.00
1175,16,4893.42,135851.75,61937.36,64127.55,9786.85,7.43,14.00,0.00
1176,16,4727.01,135053.34,61620.16,63979.16,9454.02,8.43,21.00,0.00
1177,16,4798.02,134673.54,61351.25,63726.26,9596.04,7.84,20.00,0.00
1178,16,4789.98,135516.49,61779.77,64156.76,9579.96,7.70,25.00,0.00
1179,16,4870.98,135217.40,61718.72,63757.72,9740.96,7.43,22.00,0.00
1180,16,4771.03,135326.98,61787.45,63996.46,9543.07,7.43,22.00,0.00
1181,16,4739.00,135360.03,61700.01,64183.01,9477.00,9.06,15.00,0.00
1182,16,4765.02,135103.50,61556.23,64016.24,9531.04,9.06,27.00,0.00
1183,16,4737.93,135453.11,61711.14,64266.10,9475.87,9.06,20.00,0.00
1184,16,4661.04,135455.17,61841.54,64291.56,9322.08,7.70,23.00,0.00
1185,16,4793.03,135092.92,61588.42,63918.44,9586.07,7.70,24.00,0.00
1186,16,4853.00,135353.08,61767.04,63881.04,9705.01,7.43,25.00,0.00
1187,16,4691.01,135433.25,61777.11,64273.12,9383.02,9.06,23.00,0.00
1188,16,4833.98,135913.50,62030.77,64214.76,9667.96,7.43,30.00,0.00
1189,16,4749.96,133414.89,60756.49,63158.47,9499.92,9.22,15.00,0.00
1190,16,4771.02,135492.60,61833.27,64117.28,9542.04,7.56,22.00,0.00
1191,16,4845.99,135531.64,61913.83,63926.83,9690.97,7.30,12.00,0.00
1192,16,4724.00,135663.98,61997.99,64216.99,9449.00,7.56,21.00,0.00
1193,16,4690.00,135269.04,61763.02,64126.02,9380.00,8.43,21.00,0.00
1194,16,4686.00,134748.09,61386.04,63990.04,9372.01,9.22,22.00,0.00
1195,16,4840.94,134718.33,61360.24,63676.21,9681.88,7.70,26.00,0.00
1196,16,4769.05,136266.40,62237.64,64490.66,9538.10,7.43,22.00,0.00
1197,16,4908.96,136451.85,62288.47,64346.46,9816.92,7.30,19.00,0.00
1198,16,4786.99,138098.66,63094.85,65428.84,9574.98,7.43,22.00,0.00
1199,16,4746.06,135898.77,62005.81,64401.84,9491.12,7.70,19.00,0.00
1200,16,4707.86,134861.07,61585.21,63859.14,9416.73,7.70,18.00,0.00
1201,16,4788.15,134526.35,61323.98,63626.06,9576.31,7.84,28.00,0.00
1202,16,4769.58,135265.13,61632.59,64093.38,9539.16,8.90,24.00,0.00
1203,16,4818.42,135765.81,61895.39,64234.59,9635.84,7.56,15.00,0.00
1204,16,4726.98,134651.30,61400.68,63796.67,9453.95,8.90,29.00,0.00
1205,16,4882.01,135545.33,61907.15,63873.15,9765.02,7.43,14.00,0.00
1206,16,4821.98,135965.44,62117.74,64203.74,9643.96,7.43,19.00,0.00
1207,16,4681.01,135839.27,61981.12,64497.13,9361.02,8.90,19.00,0.00
1208,16,4696.02,134451.56,61386.26,63672.26,9393.04,8.90,18.00,0.00
1209,16,4534.01,132583.25,60557.11,62959.12,9067.02,8.43,16.00,0.00
1210,16,4670.02,131701.57,59876.26,62484.27,9341.04,9.39,20.00,0.00
1211,16,4628.98,132523.39,60549.72,62715.71,9257.96,7.56,13.00,0.00
1212,16,4739.00,132134.02,60339.01,62317.01,9478.00,7.70,25.00,0.00
1213,16,4642.99,132687.68,60583.85,62817.85,9285.98,7.98,17.00,0.00
1214,16,4563.01,131748.19,60135.09,62488.09,9125.01,8.74,15.00,0.00
1215,16,4678.44,132090.10,60240.75,62493.48,9355.87,7.70,28.00,0.00
1216,16,4617.55,132282.75,60286.18,62759.47,9237.10,9.39,19.00,0.00
1217,16,4608.00,132432.99,60414.00,62803.00,9216.00,7.84,17.00,0.00
1218,16,4712.01,132600.23,60431.11,62746.11,9423.02,7.84,22.00,0.00
1219,16,4640.02,130909.53,59696.24,61932.25,9281.04,9.22,22.00,0.00
1220,16,4578.98,132415.49,60384.77,62872.76,9157.96,9.22,25.00,0.00
1221,16,4618.99,132277.63,60357.83,62682.83,9236.97,8.74,20.00,0.00
1222,16,4645.99,132371.70,60424.86,62654.86,9291.98,7.84,26.00,0.00
1223,16,4652.02,132836.50,60694.23,62837.24,9305.04,7.84,23.00,0.00
1224,16,4640.02,131975.52,60316.24,62379.24,9280.04,7.70,21.00,0.00
1225,16,4654.98,132461.50,60441.77,62709.76,9309.96,7.98,15.00,0.00
1226,16,4736.99,132530.85,60383.93,62672.93,9473.99,7.84,22.00,0.00
1227,16,4647.98,132293.31,60290.69,62706.68,9295.95,7.84,19.00,0.00
1228,16,4611.04,132291.14,60395.52,62673.54,9222.08,7.98,24.00,0.00
1229,16,4676.01,133415.24,61031.11,63033.11,9351.02,7.56,23.00,0.00
1230,16,4699.97,132453.22,60381.64,62670.63,9400.94,8.13,21.00,0.00
1231,16,4631.01,132097.39,60234.18,62601.19,9262.03,8.90,14.00,0.00
1232,16,4603.71,132435.74,60440.23,62788.08,9207.43,9.06,25.00,0.00
1233,16,4605.28,132050.12,60230.70,62608.85,9210.57,7.98,24.00,0.00
1234,16,4702.99,132600.77,60394.90,62800.89,9404.98,8.13,17.00,0.00
1235,16,4674.01,131482.33,59907.15,62226.15,9349.02,9.06,15.00,0.00
1236,16,4691.02,132303.45,60401.20,62520.21,9382.03,7.56,21.00,0.00
1237,16,4563.01,131849.17,60168.08,62556.08,9125.01,9.22,27.00,0.00
1238,16,4660.01,132538.27,60390.12,62828.13,9320.02,8.43,22.00,0.00
1239,16,4755.99,133985.77,61106.89,63365.89,9512.98,7.56,17.00,0.00
1240,16,4696.96,133834.76,61153.43,63287.41,9393.91,7.84,19.00,0.00
1241,16,4864.00,134943.09,61541.04,63674.04,9728.01,7.56,18.00,0.00
1242,16,4661.98,136070.35,62100.70,64645.69,9323.96,7.70,24.00,0.00
1243,16,4715.04,135633.14,61996.52,64206.54,9430.08,7.56,27.00,0.00
1244,16,4673.98,135517.51,61890.78,64279.77,9346.97,7.70,14.00,0.00
1245,16,4736.00,135145.00,61786.00,63887.00,9472.00,7.43,26.00,0.00
1246,16,4712.02,135433.44,61835.20,64173.21,9425.03,7.56,22.00,0.00
1247,16,4760.96,136303.86,62212.48,64570.46,9520.92,7.43,34.00,0.00
1248,16,4779.00,135250.11,61746.05,63945.05,9559.01,7.56,18.00,0.00
1249,16,4782.01,135491.20,61864.09,64064.09,9563.01,7.43,23.00,0.00
1250,16,4642.01,133771.39,60998.18,63489.18,9284.03,9.22,26.00,0.00
1251,16,4855.99,134753.77,61396.89,63643.89,9712.98,7.70,15.00,0.00
1252,16,4787.01,134512.31,61312.14,63627.15,9573.02,8.28,23.00,0.00
1253,16,4751.98,134508.34,61328.70,63674.69,9504.95,9.06,15.00,0.00
1254,16,4865.05,135420.33,61807.61,63882.63,9730.10,7.43,21.00,0.00
1255,16,4779.95,133828.62,60863.37,63405.35,9559.90,9.06,18.00,0.00
1256,16,4735.04,135148.21,61535.55,64143.57,9469.08,9.06,21.00,0.00
1257,16,4723.97,135557.22,61881.64,64226.63,9448.95,8.13,11.00,0.00
1258,16,4723.99,135387.82,61873.92,64065.91,9447.99,7.43,24.00,0.00
1259,16,4796.04,135549.06,61824.48,64132.50,9592.07,7.43,17.00,0.00
1260,16,4847.00,135311.09,61715.04,63902.04,9694.01,7.43,27.00,0.00
1261,16,4721.97,135749.03,62090.56,64214.54,9443.93,7.56,18.00,0.00
1262,16,4724.01,135344.34,61675.15,64221.16,9448.02,9.22,19.00,0.00
1263,16,4808.03,135263.73,61726.33,63921.35,9616.05,7.56,27.00,0.00
1264,16,4818.97,135574.22,61872.65,64063.63,9637.94,7.43,25.00,0.00
1265,16,4778.03,135145.89,61583.41,64006.42,9556.06,9.06,28.00,0.00
1266,16,4773.99,136404.64,62432.84,64423.83,9547.98,7.30,23.00,0.00
1267,16,4752.95,135724.46,61983.30,64236.27,9504.89,7.43,25.00,0.00
1268,16,4786.87,134595.46,61411.39,63609.33,9574.75,7.56,21.00,0.00
1269,16,4577.17,132378.86,60443.22,62781.30,9154.34,9.06,22.00,0.00
1270,16,4664.01,132308.20,60310.09,62671.10,9327.01,9.06,27.00,0.00
1271,16,4687.99,132040.59,60083.81,62579.80,9376.97,8.58,24.00,0.00
1272,16,4605.02,132221.53,60265.24,62746.25,9210.04,8.28,22.00,0.00
1273,16,4735.01,132388.21,60315.10,62603.10,9470.02,7.84,13.00,0.00
1274,16,4652.95,132649.59,60524.36,62819.33,9305.90,7.84,23.00,0.00
1275,16,4665.06,131240.60,59806.73,62103.76,9330.11,8.43,16.00,0.00
1276,16,4661.97,132178.11,60251.60,62602.58,9323.94,7.84,10.00,0.00
1277,16,4729.01,131834.21,60102.09,62274.10,9458.01,7.70,18.00,0.00
1278,16,4690.02,132236.52,60359.24,62498.25,9379.04,7.70,20.00,0.00
1279,16,4632.97,131439.17,59847.62,62324.61,9266.94,9.22,17.00,0.00
1280,16,4695.04,131325.20,59863.55,62072.57,9389.09,7.84,21.00,0.00
1281,16,4663.95,132845.62,60604.37,62912.35,9328.90,7.70,15.00,0.00
1282,16,4823.02,135145.44,61575.20,63924.21,9646.03,7.56,17.00,0.00
1283,16,4714.46,135056.43,61541.90,64085.61,9428.91,9.06,28.00,0.00
1284,16,4771.54,135561.24,61935.96,64082.20,9543.07,7.43,14.00,0.00
1285,16,4659.98,135394.50,61710.77,64364.76,9318.97,9.06,19.00,0.00
1286,16,4636.03,133703.89,60951.40,63480.42,9272.06,9.22,24.00,0.00
1287,16,4783.99,135495.78,61925.90,64000.90,9568.98,7.43,19.00,0.00
1288,16,4741.98,135054.36,61491.71,64079.70,9482.96,8.90,20.00,0.00
1289,16,4767.03,134995.79,61595.36,63865.37,9535.06,7.56,21.00,0.00
1290,16,4766.96,134855.94,61430.52,63891.50,9533.93,9.06,20.00,0.00
